Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cm2),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
1115.570158,0.65,0.644,0.639,0.647,0.639,3.219,0.7054,70.54,27.706,40.976,42.264,51.632,53.778,55.397,1299.36,1269.431,1303.494,1290.61,4.795,2.17,23.036,21.194,2.026,50.181
1115.578548,0.651,0.647,0.639,0.647,0.64,3.224,0.70549,70.549,27.711,40.88,42.22,51.666,53.842,55.482,1300.555,1269.317,1298.875,1285.483,4.797,2.129,23.036,21.162,2.024,50.002
1115.586938,0.65,0.647,0.639,0.646,0.639,3.221,0.70549,70.549,27.7,40.84,42.224,51.57,53.722,55.321,1299.417,1269.033,1296.023,1282.977,4.795,2.128,23.036,21.128,2.026,50.383
1115.595327,0.649,0.646,0.638,0.646,0.639,3.218,0.70549,70.549,27.685,41.77,42.188,51.618,53.775,55.46,1301.067,1270.455,1294.426,1280.756,4.794,2.129,23.036,21.122,2.026,49.979
1115.603698,0.649,0.646,0.638,0.645,0.639,3.217,0.70544,70.544,27.702,40.995,42.148,51.647,53.796,55.492,1299.474,1269.659,1298.875,1285.711,4.793,2.068,23.039,21.124,2.02,49.878
1115.612107,0.65,0.646,0.639,0.645,0.639,3.219,0.70549,70.549,27.706,41.262,42.139,51.637,53.789,55.435,1300.441,1270.455,1300.814,1288.559,4.794,2.091,23.036,21.177,2.023,50.119
1115.620497,0.651,0.647,0.639,0.647,0.64,3.224,0.70549,70.549,27.706,41.18,42.169,51.624,53.805,55.448,1301.067,1270.114,1302.924,1290.382,4.796,2.09,23.036,21.187,2.027,50.006
1115.628886,0.651,0.647,0.639,0.646,0.64,3.223,0.70549,70.549,27.706,41.85,42.209,51.644,53.365,55.501,1301.237,1270.285,1304.635,1292.318,4.797,2.091,23.036,21.183,2.02,49.876
1115.637276,0.65,0.646,0.639,0.646,0.639,3.22,0.70549,70.549,27.711,41.185,42.255,51.596,53.781,55.403,1299.929,1269.829,1303.095,1290.951,4.793,2.15,23.036,21.132,2.027,50.08
1115.645647,0.65,0.646,0.638,0.646,0.639,3.219,0.70544,70.544,27.709,41.052,42.217,51.692,53.75,55.404,1301.01,1270.512,1299.103,1286.11,4.795,2.149,23.036,21.191,2.027,49.886
1115.654056,0.65,0.645,0.638,0.645,0.639,3.217,0.70544,70.544,27.703,41.392,42.2,51.639,53.806,55.434,1300.612,1270.342,1296.308,1284.002,4.794,2.131,23.036,21.185,2.027,49.926
1115.662427,0.651,0.648,0.639,0.646,0.64,3.224,0.70549,70.549,27.709,41.275,42.192,51.63,53.096,55.407,1299.872,1269.203,1294.198,1281.838,4.795,2.129,23.036,21.187,2.012,49.879
1115.670816,0.65,0.646,0.638,0.645,0.639,3.218,0.70544,70.544,27.708,41.143,42.146,51.602,53.728,55.397,1300.839,1270.455,1300.015,1287.591,4.795,2.09,23.03,21.187,2.015,49.943
1115.679225,0.651,0.647,0.64,0.646,0.64,3.224,0.70549,70.549,27.716,41.041,42.12,51.589,53.759,55.428,1300.555,1270.114,1304.35,1291.92,4.796,2.09,23.038,21.181,2.014,49.846
1115.687596,0.651,0.647,0.64,0.647,0.64,3.225,0.70544,70.544,27.719,41.012,42.134,51.582,53.804,55.486,1301.635,1270.967,1304.578,1291.35,4.792,2.172,23.036,21.185,2.016,49.878
1115.695986,0.651,0.647,0.639,0.646,0.64,3.223,0.70549,70.549,27.676,40.901,42.24,51.64,53.818,55.47,1299.36,1269.374,1298.761,1285.483,4.795,2.134,23.034,21.124,2.02,50.134
1115.704394,0.649,0.646,0.638,0.645,0.638,3.216,0.70549,70.549,27.702,41.132,42.304,51.514,53.657,55.259,1298.393,1269.317,1295.738,1282.294,4.795,2.13,23.036,21.175,2.012,50.561
1115.712765,0.651,0.647,0.64,0.646,0.64,3.224,0.70549,70.549,27.714,40.983,42.325,51.54,53.775,55.445,1297.767,1267.61,1295.453,1282.407,4.796,2.068,23.036,21.12,2.016,50.25
1115.721155,0.649,0.646,0.637,0.646,0.638,3.216,0.70549,70.549,27.7,41.492,42.356,51.596,53.819,55.471,1299.701,1269.829,1300.814,1288.73,4.795,2.068,23.036,21.124,2.021,50.106
1115.729544,0.651,0.647,0.64,0.647,0.64,3.225,0.70549,70.549,27.709,41.195,42.319,51.68,53.416,55.496,1298.45,1268.407,1304.578,1293.059,4.795,2.09,23.036,21.13,2.009,50.052
1115.737934,0.65,0.647,0.64,0.647,0.64,3.224,0.70554,70.554,27.709,41.162,42.313,51.523,53.746,55.345,1299.758,1269.545,1303.437,1291.179,4.796,2.17,23.036,21.122,2.013,50.677
1115.746343,0.649,0.645,0.638,0.646,0.638,3.216,0.70549,70.549,27.702,41.045,42.302,51.576,53.687,55.347,1296.8,1267.496,1298.076,1284.743,4.793,2.127,23.038,21.12,2.016,50.275
1115.754714,0.65,0.647,0.639,0.647,0.639,3.222,0.70544,70.544,27.697,40.961,42.198,51.581,53.742,55.391,1298.45,1268.521,1295.054,1281.553,4.796,2.131,23.112,21.126,2.027,50.098
1115.763122,0.65,0.647,0.639,0.646,0.639,3.221,0.70549,70.549,27.683,40.848,42.195,51.635,53.787,55.442,1297.426,1267.667,1298.19,1284.458,4.796,2.047,23.036,21.126,2.027,50.053
1115.771512,0.65,0.647,0.639,0.647,0.639,3.222,0.70549,70.549,27.696,41.256,42.204,51.669,53.774,55.511,1297.711,1268.179,1303.323,1290.78,4.796,2.068,23.038,21.134,2.017,49.913
1115.779884,0.651,0.648,0.639,0.647,0.64,3.225,0.70549,70.549,27.699,41.06,42.284,51.569,53.769,55.356,1299.929,1269.203,1305.718,1293.23,4.794,2.113,23.038,21.126,2.027,50.512
1115.788292,0.65,0.647,0.639,0.647,0.639,3.222,0.70549,70.549,27.693,41.079,42.36,51.663,53.753,55.428,1300.839,1270.512,1300.129,1287.705,4.796,2.149,23.038,21.13,2.027,50.325
1115.796663,0.649,0.645,0.638,0.646,0.638,3.216,0.70549,70.549,27.694,41.339,42.362,51.687,53.815,55.467,1298.962,1269.374,1297.449,1284.116,4.795,2.129,22.969,21.122,2.027,50.064
1115.805071,0.65,0.646,0.638,0.646,0.639,3.219,0.70544,70.544,27.685,41.248,42.337,51.709,53.817,55.516,1299.36,1268.976,1294.997,1282.294,4.794,2.128,23.034,21.126,2.022,49.961
1115.813442,0.65,0.645,0.638,0.646,0.639,3.218,0.70554,70.554,27.693,41.055,42.315,51.654,53.77,55.407,1299.758,1269.659,1298.019,1285.426,4.794,2.073,23.034,21.128,2.023,50.195
1115.821832,0.649,0.646,0.639,0.647,0.639,3.22,0.70554,70.554,27.688,40.998,42.249,51.685,53.802,55.465,1300.213,1270.342,1302.182,1289.983,4.795,2.091,23.036,21.132,2.024,49.749
1115.830222,0.65,0.647,0.639,0.647,0.64,3.223,0.70544,70.544,27.691,40.963,42.198,51.687,53.797,55.503,1298.052,1268.008,1304.692,1292.204,4.795,2.09,23.038,21.187,2.027,50.008
1115.83863,0.65,0.647,0.639,0.647,0.639,3.222,0.70544,70.544,27.683,41.315,42.191,51.642,53.77,55.422,1300.555,1270.057,1302.296,1289.47,4.794,2.15,23.036,21.115,2.028,50.058
1115.847001,0.65,0.646,0.639,0.647,0.64,3.222,0.70544,70.544,27.683,41.143,42.152,51.676,53.78,55.456,1301.237,1271.081,1297.905,1284.686,4.796,2.129,23.036,21.128,2.028,49.965
1115.855391,0.65,0.646,0.639,0.648,0.64,3.223,0.70544,70.544,27.677,41.074,42.194,51.699,53.848,55.482,1300.839,1269.829,1294.426,1281.496,4.796,2.127,23.036,21.132,2.027,49.913
1115.863799,0.65,0.645,0.639,0.647,0.639,3.22,0.7054,70.54,27.69,41.333,42.226,51.495,53.647,55.184,1299.417,1269.431,1298.875,1285.483,4.796,2.048,23.036,21.126,2.013,50.708
1115.872189,0.651,0.647,0.64,0.648,0.64,3.226,0.70544,70.544,27.69,41.198,42.293,51.553,53.678,55.368,1301.294,1270,1302.582,1289.983,4.795,2.091,23.036,21.12,2.016,50.462
1115.880579,0.65,0.646,0.638,0.646,0.639,3.219,0.70549,70.549,27.685,41.056,42.305,51.565,53.717,55.361,1300.213,1269.716,1305.49,1292.432,4.795,2.09,23.036,21.181,2.027,50.269
1115.88895,0.65,0.647,0.639,0.647,0.64,3.223,0.70549,70.549,27.685,41.036,42.261,51.567,53.775,55.403,1299.189,1269.033,1301.327,1288.673,4.794,2.13,23.036,21.124,2.029,50.105
1115.897359,0.65,0.647,0.639,0.647,0.639,3.222,0.70554,70.554,27.685,41.27,42.218,51.677,53.829,55.461,1299.189,1268.805,1298.761,1285.028,4.793,2.109,23.036,21.122,2.028,49.945
1115.905729,0.65,0.646,0.639,0.646,0.639,3.22,0.70544,70.544,27.679,41.132,42.185,51.647,53.743,55.401,1300.498,1270.114,1296.422,1283.148,4.796,2.13,23.038,21.185,2.024,50.165
1115.914138,0.651,0.646,0.64,0.646,0.639,3.222,0.70544,70.544,27.685,42.166,42.194,51.653,53.857,55.456,1298.279,1268.691,1294.769,1281.838,4.795,2.121,23.036,21.13,2.027,49.943
1115.922509,0.65,0.644,0.639,0.646,0.639,3.218,0.70549,70.549,27.7,41.228,42.151,51.674,53.87,55.525,1302.546,1272.049,1298.475,1285.654,4.797,2.068,23.034,21.181,2.022,49.821
1115.930899,0.65,0.644,0.639,0.646,0.639,3.218,0.70544,70.544,27.691,41.109,42.172,51.577,53.782,55.384,1301.123,1271.138,1301.156,1288.844,4.795,2.09,23.034,21.194,2.026,50.234
1115.939288,0.651,0.647,0.64,0.647,0.64,3.225,0.7054,70.54,27.69,41.024,42.198,51.602,53.76,55.4,1300.213,1269.716,1303.95,1291.179,4.792,2.091,23.039,21.191,2.029,50.102
1115.947678,0.652,0.646,0.64,0.648,0.64,3.226,0.70554,70.554,27.696,40.953,42.229,51.614,53.816,55.424,1302.375,1270.968,1305.832,1292.546,4.795,2.09,23.036,21.187,2.028,50.019
1115.956068,0.651,0.647,0.64,0.647,0.64,3.225,0.70554,70.554,27.703,40.96,42.192,51.622,53.862,55.455,1300.043,1269.09,1300.015,1286.508,4.794,2.16,23.036,21.12,2.031,49.735
1115.964458,0.65,0.646,0.639,0.646,0.639,3.22,0.70549,70.549,27.694,41.281,42.165,51.593,53.707,55.318,1300.953,1270.512,1296.08,1282.464,4.794,2.13,23.036,21.12,2.024,50.245
1115.972847,0.651,0.645,0.639,0.647,0.639,3.221,0.70549,70.549,27.702,41.099,42.178,51.647,53.832,55.46,1301.977,1270.968,1294.426,1282.123,4.797,2.047,23.036,21.151,2.027,49.927
1115.981238,0.651,0.646,0.64,0.647,0.64,3.224,0.70549,70.549,27.714,41.019,42.177,51.509,53.566,55.139,1300.27,1269.772,1303.209,1290.723,4.796,2.068,23.034,21.189,2.015,50.844
1115.989627,0.651,0.645,0.638,0.646,0.639,3.219,0.70554,70.554,27.702,41.052,42.194,51.583,53.75,55.413,1301.01,1270.683,1305.148,1291.977,4.797,2.171,23.036,21.181,2.017,50.1
1115.998035,0.65,0.645,0.639,0.646,0.639,3.219,0.70549,70.549,27.69,41.386,42.148,51.586,53.77,55.431,1300.896,1270.342,1299.844,1286.452,4.796,2.149,23.036,21.183,2.027,50.019
1116.006406,0.65,0.645,0.638,0.646,0.639,3.218,0.70549,70.549,27.685,41.286,42.137,51.673,53.824,55.494,1299.929,1269.659,1296.137,1283.148,4.793,2.129,23.038,21.189,2.027,49.701
1116.014815,0.65,0.644,0.639,0.647,0.639,3.219,0.70549,70.549,27.683,41.195,42.155,51.571,53.596,55.16,1301.522,1271.366,1294.312,1281.553,4.797,2.13,23.039,21.181,2.017,50.885
1116.023186,0.65,0.644,0.638,0.646,0.638,3.216,0.70549,70.549,27.683,41.081,42.264,51.615,53.752,55.424,1300.498,1270.74,1300.414,1287.591,4.793,2.068,23.038,21.189,2.027,50.232
1116.031576,0.651,0.646,0.639,0.647,0.639,3.222,0.70544,70.544,27.709,40.997,42.267,51.64,53.762,55.459,1302.261,1271.992,1304.806,1291.578,4.795,2.089,23.036,21.194,2.028,50.258
1116.039984,0.651,0.646,0.64,0.647,0.639,3.223,0.70544,70.544,27.694,40.982,42.315,51.655,53.825,55.495,1302.034,1271.252,1303.038,1289.47,4.795,2.171,23.066,21.194,2.03,50.11
1116.048356,0.651,0.646,0.64,0.647,0.64,3.224,0.70554,70.554,27.696,41.347,42.284,51.561,53.702,55.324,1301.806,1271.138,1298.133,1284.515,4.797,2.15,23.036,21.137,2.024,50.464
1116.056764,0.651,0.645,0.639,0.647,0.639,3.221,0.7054,70.54,27.705,41.178,42.238,51.645,53.759,55.42,1303.057,1272.163,1295.282,1282.009,4.795,2.132,23.036,21.185,2.027,50.074
1116.065135,0.651,0.646,0.639,0.647,0.639,3.222,0.70549,70.549,27.722,41.336,42.188,51.636,53.8,55.458,1301.635,1271.081,1298.932,1285.369,4.795,2.028,23.034,21.187,2.028,50.01
1116.073524,0.651,0.645,0.639,0.647,0.639,3.221,0.70549,70.549,27.712,41.299,42.178,51.644,53.823,55.475,1300.555,1269.716,1304.121,1291.122,4.793,2.068,23.036,21.12,2.028,49.918
1116.081914,0.651,0.646,0.64,0.648,0.64,3.225,0.70554,70.554,27.716,41.195,42.125,51.674,53.87,55.463,1301.749,1270.74,1303.722,1291.179,4.795,2.171,23.036,21.12,2.027,49.777
1116.090304,0.649,0.645,0.639,0.646,0.637,3.216,0.70549,70.549,27.711,41.462,42.123,51.584,53.651,55.211,1300.896,1270.797,1298.818,1286.452,4.797,2.149,23.038,21.126,2.016,50.607
1116.098694,0.65,0.644,0.639,0.646,0.638,3.217,0.70544,70.544,27.693,41.386,42.181,51.648,53.817,55.449,1299.246,1269.772,1295.453,1282.635,4.793,2.129,23.039,21.126,2.019,50.002
1116.107083,0.652,0.646,0.64,0.648,0.64,3.226,0.70549,70.549,27.712,41.256,42.226,51.661,53.83,55.459,1300.327,1269.26,1297.677,1285.198,4.796,2.048,23.038,21.128,2.03,49.978
1116.115492,0.651,0.646,0.64,0.648,0.64,3.225,0.70549,70.549,27.728,41.155,42.244,51.658,53.127,55.479,1299.929,1269.203,1302.296,1289.869,4.794,2.069,23.036,21.189,2.016,49.91
1116.123863,0.651,0.645,0.64,0.648,0.639,3.223,0.70549,70.549,27.72,41.408,42.255,51.557,53.768,55.361,1300.156,1269.773,1306.574,1294.312,4.794,2.09,23.036,21.126,2.019,50.104
1116.132253,0.65,0.644,0.639,0.646,0.638,3.217,0.70544,70.544,27.711,41.314,42.227,51.585,53.761,55.377,1298.848,1268.691,1300.015,1287.477,4.795,2.151,23.036,21.13,2.028,49.967
1116.140643,0.651,0.645,0.64,0.648,0.64,3.224,0.70549,70.549,27.712,41.233,42.203,51.603,53.814,55.433,1301.067,1269.147,1296.365,1283.148,4.793,2.13,23.036,21.124,2.031,50.011
1116.149033,0.651,0.645,0.64,0.648,0.64,3.224,0.70549,70.549,27.706,41.101,42.189,51.64,53.869,55.479,1300.043,1269.488,1295.225,1282.692,4.793,2.068,23.038,21.122,2.028,49.842
1116.157441,0.651,0.646,0.64,0.648,0.639,3.224,0.70544,70.544,27.714,41.02,42.172,51.631,53.706,55.228,1301.294,1270.057,1303.266,1290.496,4.795,2.069,23.036,21.187,2.023,50.42
1116.165812,0.65,0.645,0.639,0.646,0.638,3.218,0.70549,70.549,27.731,41.426,42.16,51.67,53.768,55.45,1301.01,1270.228,1304.521,1292.318,4.793,2.194,23.036,21.132,2.025,50.196
1116.174201,0.651,0.645,0.639,0.647,0.639,3.221,0.70544,70.544,27.711,41.336,42.244,51.663,53.803,55.464,1302.318,1271.024,1297.848,1285.255,4.796,2.148,23.038,21.183,2.031,50.144
1116.182591,0.651,0.646,0.64,0.647,0.639,3.223,0.70549,70.549,27.712,41.218,42.287,51.679,53.84,55.509,1301.408,1270.342,1295.453,1282.464,4.794,2.129,23.036,21.137,2.031,50.114
1116.190981,0.65,0.645,0.638,0.646,0.638,3.217,0.70554,70.554,27.717,41.106,42.33,51.595,53.735,55.313,1302.375,1271.65,1296.422,1283.148,4.794,2.047,23.036,21.189,2.026,50.513
1116.199371,0.65,0.644,0.638,0.646,0.638,3.216,0.70544,70.544,27.725,41.283,42.311,51.649,53.756,55.435,1301.863,1270.911,1300.928,1288.502,4.794,2.069,23.036,21.13,2.027,50.253
1116.207761,0.652,0.645,0.64,0.648,0.64,3.225,0.70549,70.549,27.729,41.22,42.31,51.716,53.803,55.452,1301.579,1270.114,1303.608,1291.293,4.796,2.09,23.038,21.191,2.028,50.218
1116.216169,0.651,0.644,0.639,0.647,0.639,3.22,0.70535,70.535,27.737,41.169,42.285,51.701,53.847,55.499,1299.986,1270.228,1304.749,1291.977,4.795,2.171,23.036,21.126,2.027,49.934
1116.22454,0.651,0.646,0.64,0.647,0.639,3.223,0.70549,70.549,27.737,41.393,42.198,51.702,53.836,55.47,1301.635,1270.626,1298.875,1286.338,4.815,2.149,23.036,21.191,2.027,49.867
1116.23293,0.651,0.645,0.639,0.647,0.638,3.22,0.70549,70.549,27.732,41.33,42.146,51.631,53.738,55.304,1299.701,1269.033,1295.339,1282.407,4.815,2.127,23.036,21.124,2.02,50.237
1116.241338,0.651,0.646,0.639,0.648,0.64,3.224,0.70549,70.549,27.706,41.19,42.117,51.666,53.815,55.458,1301.294,1270.228,1298.133,1285.483,4.795,2.029,23.039,21.132,2.03,49.845
1116.249709,0.651,0.646,0.64,0.647,0.639,3.223,0.70549,70.549,27.735,41.109,42.175,51.657,53.859,55.487,1299.645,1269.317,1304.806,1292.261,4.795,2.091,23.036,21.185,2.031,49.988
1116.258099,0.65,0.644,0.638,0.646,0.638,3.216,0.70544,70.544,27.731,41.395,42.23,51.619,53.72,55.34,1299.246,1269.886,1302.182,1288.901,4.796,2.171,23.038,21.126,2.016,50.203
1116.266508,0.65,0.644,0.638,0.646,0.638,3.216,0.70549,70.549,27.745,41.288,42.25,51.663,53.785,55.449,1298.678,1269.203,1296.708,1283.831,4.795,2.151,23.038,21.192,2.018,50.116
1116.274879,0.651,0.645,0.639,0.647,0.639,3.221,0.7054,70.54,27.746,41.22,42.258,51.678,53.824,55.467,1299.645,1269.431,1294.141,1280.87,4.794,2.112,23.034,21.13,2.023,49.742
1116.283268,0.651,0.646,0.639,0.647,0.639,3.222,0.70544,70.544,27.738,41.05,42.246,51.607,53.635,55.284,1301.18,1270.285,1301.156,1288.445,4.796,2.068,23.036,21.187,2.023,50.629
1116.291658,0.651,0.646,0.638,0.647,0.639,3.221,0.70549,70.549,27.72,41.419,42.255,51.648,53.823,55.437,1300.725,1269.829,1306.859,1294.084,4.796,2.068,23.036,21.166,2.025,50.02
1116.300048,0.651,0.645,0.638,0.647,0.639,3.22,0.70549,70.549,27.737,41.271,42.206,51.628,53.821,55.438,1302.773,1271.935,1300.015,1286.907,4.794,2.17,23.036,21.191,2.027,49.961
1116.308438,0.651,0.646,0.639,0.648,0.639,3.223,0.70549,70.549,27.734,41.226,42.145,51.631,53.872,55.476,1300.498,1269.488,1295.453,1282.635,4.795,2.13,23.038,21.183,2.027,49.734
1116.316828,0.651,0.645,0.639,0.647,0.639,3.221,0.70549,70.549,27.732,41.109,42.081,51.645,53.835,55.414,1299.417,1269.886,1296.594,1283.205,4.796,2.026,23.039,21.191,2.027,49.798
1116.325217,0.651,0.646,0.64,0.647,0.639,3.223,0.70554,70.554,27.74,41.471,42.074,51.655,53.883,55.473,1302.489,1272.333,1303.437,1291.122,4.793,2.069,23.036,21.187,2.027,49.99
1116.333607,0.65,0.645,0.639,0.646,0.638,3.218,0.70544,70.544,27.74,41.294,42.229,51.628,53.803,55.384,1300.782,1270.911,1304.407,1291.749,4.795,2.171,23.034,21.183,2.025,50.379
1116.341997,0.651,0.646,0.639,0.647,0.639,3.222,0.70544,70.544,27.732,41.238,42.289,51.661,53.872,55.467,1300.839,1270.285,1297.677,1284.458,4.815,2.15,23.036,21.191,2.027,50.283
1116.350386,0.651,0.645,0.639,0.647,0.639,3.221,0.70544,70.544,27.728,41.473,42.342,51.672,53.871,55.47,1299.531,1269.374,1294.769,1282.009,4.796,2.13,23.036,21.189,2.027,50.258
1116.358795,0.65,0.644,0.638,0.645,0.638,3.215,0.70544,70.544,27.722,41.386,42.336,51.585,53.799,55.392,1299.929,1270,1298.59,1285.426,4.797,2.09,23.036,21.126,2.027,50.219
1116.367166,0.652,0.646,0.64,0.648,0.64,3.226,0.70549,70.549,27.735,41.258,42.261,51.68,53.835,55.448,1302.147,1270.285,1302.182,1288.958,4.793,2.09,23.036,21.128,2.029,49.905
1116.375556,0.651,0.645,0.639,0.647,0.64,3.222,0.70549,70.549,27.738,41.157,42.185,51.666,53.877,55.487,1299.588,1269.147,1304.692,1292.318,4.799,2.09,23.036,21.128,2.03,49.718
1116.383964,0.651,0.645,0.638,0.646,0.639,3.219,0.70549,70.549,27.729,41.073,42.137,51.607,53.779,55.361,1299.701,1269.374,1302.41,1290.211,4.793,2.15,23.036,21.126,2.029,50.109
1116.392335,0.651,0.647,0.639,0.646,0.639,3.222,0.70544,70.544,27.72,41.363,42.157,51.645,53.824,55.473,1299.474,1269.772,1300.015,1286.964,4.794,2.127,23.036,21.128,2.028,50.036
1116.400725,0.651,0.646,0.639,0.647,0.639,3.222,0.70549,70.549,27.723,41.172,42.152,51.639,53.782,55.464,1300.27,1269.545,1297.791,1285.255,4.795,2.13,23.036,21.122,2.028,49.951
1116.409115,0.65,0.646,0.639,0.646,0.639,3.22,0.70544,70.544,27.748,41.458,42.117,51.604,53.481,55.281,1300.441,1269.147,1295.624,1282.92,4.795,2.129,23.036,21.122,2.026,50.308
1116.417504,0.65,0.645,0.639,0.647,0.638,3.219,0.70549,70.549,27.743,41.342,42.155,51.666,53.797,55.408,1297.199,1267.667,1294.598,1281.382,4.796,2.11,23.034,21.134,2.029,50.093
1116.425894,0.651,0.646,0.639,0.647,0.639,3.222,0.70549,70.549,27.729,41.64,42.24,51.654,53.821,55.423,1301.408,1271.081,1301.384,1289.243,4.81,2.047,23.036,21.158,2.029,50.367
1116.434284,0.65,0.645,0.639,0.646,0.639,3.219,0.70549,70.549,27.751,41.36,42.318,51.701,53.868,55.487,1300.839,1270.797,1305.718,1293.856,4.795,2.069,23.036,21.124,2.027,50.1
1116.442674,0.65,0.645,0.638,0.646,0.638,3.217,0.70549,70.549,27.745,41.33,42.33,51.545,53.596,55.08,1300.441,1270.683,1300.3,1288.331,4.793,2.15,23.038,21.128,2.031,51.201
1116.451082,0.65,0.645,0.638,0.646,0.638,3.217,0.70549,70.549,27.723,41.22,42.321,51.628,53.741,55.414,1298.564,1268.862,1296.708,1284.287,4.794,2.139,23.036,21.126,2.03,50.391
1116.459453,0.651,0.646,0.639,0.648,0.639,3.223,0.70549,70.549,27.722,41.162,42.315,51.624,53.782,55.384,1299.986,1269.716,1294.369,1280.756,4.796,2.112,23.036,21.189,2.03,50.395
1116.467862,0.652,0.646,0.641,0.649,0.64,3.228,0.70544,70.544,27.74,41.366,42.266,51.707,53.833,55.467,1302.091,1270.569,1300.871,1288.787,4.796,2.068,23.038,21.185,2.03,50.142
1116.476233,0.65,0.644,0.638,0.646,0.638,3.216,0.70549,70.549,27.751,41.214,42.217,51.607,53.54,55.204,1300.498,1270.228,1305.547,1293.116,4.797,2.091,23.036,21.122,2.025,50.58
1116.484623,0.651,0.645,0.64,0.647,0.639,3.222,0.70549,70.549,27.734,41.518,42.126,51.654,53.762,55.408,1299.758,1269.147,1300.928,1288.616,4.795,2.162,23.036,21.128,2.028,50.058
1116.493031,0.65,0.646,0.638,0.646,0.638,3.218,0.70554,70.554,27.735,41.387,42.125,51.645,53.779,55.417,1298.734,1269.431,1297.278,1284.287,4.796,2.149,23.036,21.126,2.027,50.152
1116.501402,0.65,0.645,0.638,0.646,0.638,3.217,0.70549,70.549,27.735,41.255,42.197,51.663,53.835,55.479,1299.474,1269.317,1294.94,1282.009,4.796,2.129,23.036,21.181,2.028,50.153
1116.509792,0.65,0.646,0.639,0.647,0.639,3.221,0.7054,70.54,27.737,41.109,42.282,51.491,53.546,54.998,1300.725,1269.772,1298.818,1285.54,4.794,2.09,23.039,21.124,2.026,51.33
1116.518182,0.651,0.646,0.64,0.648,0.64,3.225,0.70549,70.549,27.741,40.991,42.29,51.566,53.7,55.338,1301.067,1269.772,1301.84,1289.243,4.794,2.069,22.973,21.126,2.027,50.428
1116.526571,0.65,0.645,0.639,0.648,0.639,3.221,0.70544,70.544,27.741,40.912,42.267,51.562,53.714,55.349,1299.872,1269.545,1304.692,1292.147,4.798,2.113,23.038,21.124,2.028,50.49
1116.534961,0.651,0.646,0.639,0.647,0.639,3.222,0.70549,70.549,27.726,41.698,42.319,51.596,53.781,55.4,1301.01,1270.057,1302.353,1289.413,4.796,2.17,23.039,21.12,2.031,50.382
1116.543369,0.649,0.645,0.638,0.646,0.638,3.216,0.70549,70.549,27.743,41.093,42.267,51.611,53.831,55.433,1301.806,1270.967,1298.019,1285.426,4.796,2.149,23.036,21.189,2.03,50.012
1116.551759,0.649,0.645,0.638,0.647,0.638,3.217,0.70549,70.549,27.738,41.05,42.221,51.655,53.866,55.473,1300.612,1270.797,1294.655,1281.895,4.795,2.128,23.036,21.145,2.029,49.983
1116.56013,0.65,0.645,0.639,0.647,0.639,3.22,0.70549,70.549,27.722,40.901,42.152,51.565,53.629,55.181,1298.905,1268.748,1299.388,1286.338,4.815,2.049,23.038,21.185,2.026,50.459
1116.56852,0.65,0.645,0.639,0.647,0.638,3.219,0.70549,70.549,27.748,41.193,42.175,51.637,53.815,55.411,1300.612,1269.943,1304.464,1292.204,4.799,2.09,23.036,21.196,2.027,50.087
1116.576929,0.651,0.646,0.639,0.648,0.639,3.223,0.70554,70.554,27.741,41.171,42.189,51.668,53.835,55.457,1301.92,1270.683,1302.239,1290.723,4.795,2.171,23.039,21.122,2.03,49.936
1116.585318,0.651,0.646,0.639,0.648,0.639,3.223,0.70549,70.549,27.725,41.085,42.279,51.696,53.883,55.482,1301.237,1270.057,1296.651,1284.287,4.795,2.13,23.036,21.137,2.029,50.201
1116.593708,0.65,0.645,0.638,0.647,0.638,3.218,0.70549,70.549,27.726,41.348,42.373,51.577,53.765,55.337,1298.848,1268.293,1294.769,1282.123,4.797,2.129,23.038,21.149,2.028,50.497
1116.602098,0.65,0.645,0.638,0.647,0.638,3.218,0.70549,70.549,27.719,41.208,42.385,51.669,53.768,55.378,1301.408,1271.081,1298.875,1286.452,4.814,2.046,23.038,21.187,2.03,50.309
1116.610469,0.651,0.646,0.64,0.648,0.64,3.225,0.70549,70.549,27.732,41.097,42.333,51.746,53.827,55.443,1300.27,1269.545,1305.205,1293.344,4.797,2.047,23.036,21.141,2.028,49.933
1116.618878,0.651,0.646,0.639,0.648,0.639,3.223,0.70549,70.549,27.729,41.103,42.261,51.734,53.889,55.514,1298.166,1268.35,1301.669,1289.015,4.795,2.15,23.036,21.13,2.028,49.834
1116.627267,0.65,0.645,0.638,0.647,0.638,3.218,0.70544,70.544,27.719,41.34,42.229,51.602,53.748,55.309,1301.18,1270.569,1297.962,1285.198,4.812,2.129,23.036,21.126,2.024,50.088
1116.635638,0.651,0.646,0.64,0.648,0.64,3.225,0.70554,70.554,27.737,41.267,42.148,51.628,53.75,55.405,1299.303,1268.634,1295.966,1283.319,4.793,2.13,23.036,21.141,2.03,50.011
