U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm2)
0.765;0.761;0.762;0.761;0.756;3.805;26.135;0.26135
0.765;0.761;0.762;0.761;0.756;3.805;26.11;0.2611
0.765;0.761;0.762;0.761;0.757;3.806;26.105;0.26105
0.765;0.761;0.762;0.761;0.756;3.805;26.105;0.26105
0.765;0.761;0.762;0.761;0.757;3.806;26.105;0.26105
0.765;0.761;0.762;0.762;0.757;3.807;26.086;0.26086
0.765;0.761;0.763;0.762;0.757;3.808;26.032;0.26032
0.765;0.761;0.763;0.762;0.757;3.808;26.008;0.26008
0.765;0.761;0.763;0.762;0.757;3.808;26.003;0.26003
0.765;0.761;0.763;0.762;0.757;3.808;25.998;0.25998
0.765;0.761;0.763;0.762;0.757;3.808;25.949;0.25949
0.765;0.761;0.763;0.762;0.757;3.808;25.905;0.25905
0.765;0.762;0.763;0.762;0.757;3.809;25.9;0.259
0.765;0.762;0.763;0.762;0.758;3.81;25.866;0.25866
0.765;0.762;0.763;0.762;0.758;3.81;25.881;0.25881
0.765;0.762;0.763;0.762;0.757;3.809;25.832;0.25832
0.765;0.762;0.763;0.762;0.758;3.81;25.812;0.25812
0.765;0.762;0.763;0.762;0.758;3.81;25.812;0.25812
0.765;0.762;0.763;0.762;0.758;3.81;25.803;0.25803
0.766;0.762;0.763;0.762;0.758;3.811;25.773;0.25773
0.766;0.762;0.764;0.763;0.758;3.813;25.739;0.25739
0.766;0.762;0.763;0.763;0.758;3.812;25.715;0.25715
0.766;0.762;0.764;0.763;0.758;3.813;25.715;0.25715
0.766;0.762;0.764;0.763;0.758;3.813;25.705;0.25705
0.766;0.762;0.764;0.763;0.758;3.813;25.661;0.25661
0.766;0.762;0.764;0.763;0.758;3.813;25.671;0.25671
0.766;0.762;0.763;0.763;0.758;3.812;25.651;0.25651
0.766;0.762;0.764;0.763;0.758;3.813;25.597;0.25597
0.766;0.762;0.764;0.763;0.758;3.813;25.544;0.25544
0.766;0.762;0.764;0.763;0.758;3.813;25.544;0.25544
0.766;0.762;0.764;0.763;0.758;3.813;25.553;0.25553
0.766;0.762;0.764;0.763;0.759;3.814;25.534;0.25534
0.766;0.763;0.764;0.763;0.759;3.815;25.51;0.2551
0.766;0.763;0.764;0.763;0.759;3.815;25.441;0.25441
0.766;0.763;0.764;0.763;0.759;3.815;25.47;0.2547
0.766;0.763;0.764;0.763;0.759;3.815;25.456;0.25456
0.766;0.763;0.764;0.763;0.759;3.815;25.436;0.25436
0.766;0.763;0.764;0.763;0.759;3.815;25.392;0.25392
0.766;0.763;0.764;0.763;0.759;3.815;25.353;0.25353
0.767;0.763;0.764;0.763;0.759;3.816;25.353;0.25353
0.767;0.763;0.764;0.763;0.759;3.816;25.363;0.25363
0.767;0.763;0.764;0.763;0.759;3.816;25.343;0.25343
0.767;0.763;0.764;0.763;0.759;3.816;25.329;0.25329
0.767;0.763;0.765;0.764;0.759;3.818;25.329;0.25329
0.767;0.763;0.765;0.764;0.759;3.818;25.314;0.25314
0.767;0.763;0.765;0.763;0.759;3.817;25.299;0.25299
0.767;0.763;0.765;0.764;0.759;3.818;25.246;0.25246
0.767;0.763;0.765;0.764;0.759;3.818;25.246;0.25246
0.767;0.763;0.765;0.764;0.76;3.819;25.241;0.25241
0.767;0.763;0.765;0.764;0.76;3.819;25.221;0.25221
0.767;0.764;0.765;0.764;0.76;3.82;25.202;0.25202
0.767;0.764;0.765;0.764;0.76;3.82;25.163;0.25163
0.767;0.764;0.765;0.764;0.76;3.82;25.148;0.25148
0.767;0.764;0.765;0.764;0.76;3.82;25.138;0.25138
0.767;0.764;0.765;0.765;0.76;3.821;25.124;0.25124
0.767;0.764;0.765;0.764;0.76;3.82;25.129;0.25129
0.767;0.764;0.765;0.764;0.76;3.82;25.094;0.25094
0.767;0.764;0.765;0.765;0.76;3.821;25.05;0.2505
0.767;0.764;0.765;0.765;0.76;3.821;25.016;0.25016
0.767;0.764;0.766;0.765;0.76;3.822;25.011;0.25011
0.767;0.764;0.766;0.765;0.76;3.822;25.026;0.25026
0.767;0.764;0.766;0.765;0.76;3.822;25.006;0.25006
0.767;0.764;0.766;0.765;0.761;3.823;24.948;0.24948
0.767;0.764;0.766;0.765;0.761;3.823;24.933;0.24933
0.767;0.764;0.766;0.765;0.761;3.823;24.919;0.24919
0.767;0.764;0.766;0.765;0.761;3.823;24.928;0.24928
0.768;0.764;0.766;0.765;0.76;3.823;24.909;0.24909
0.768;0.764;0.766;0.765;0.761;3.824;24.836;0.24836
0.768;0.764;0.766;0.765;0.761;3.824;24.826;0.24826
0.768;0.765;0.766;0.765;0.761;3.825;24.826;0.24826
0.768;0.764;0.766;0.765;0.761;3.824;24.787;0.24787
0.768;0.765;0.766;0.765;0.761;3.825;24.757;0.24757
0.768;0.765;0.766;0.765;0.761;3.825;24.748;0.24748
0.768;0.765;0.766;0.765;0.761;3.825;24.738;0.24738
0.768;0.765;0.766;0.765;0.761;3.825;24.728;0.24728
0.768;0.765;0.766;0.766;0.761;3.826;24.689;0.24689
0.768;0.765;0.766;0.766;0.761;3.826;24.645;0.24645
0.768;0.765;0.766;0.766;0.761;3.826;24.645;0.24645
0.768;0.765;0.766;0.766;0.761;3.826;24.63;0.2463
0.769;0.765;0.766;0.766;0.761;3.827;24.621;0.24621
0.769;0.765;0.766;0.766;0.761;3.827;24.596;0.24596
0.768;0.765;0.767;0.766;0.761;3.827;24.547;0.24547
0.769;0.766;0.767;0.766;0.762;3.83;24.542;0.24542
0.769;0.766;0.767;0.766;0.762;3.83;24.513;0.24513
0.769;0.766;0.767;0.766;0.762;3.83;24.508;0.24508
0.769;0.766;0.767;0.766;0.762;3.83;24.499;0.24499
0.769;0.766;0.767;0.766;0.762;3.83;24.45;0.2445
0.769;0.766;0.767;0.766;0.762;3.83;24.45;0.2445
0.769;0.766;0.767;0.766;0.762;3.83;24.425;0.24425
0.769;0.766;0.767;0.766;0.762;3.83;24.42;0.2442
0.769;0.766;0.767;0.766;0.762;3.83;24.381;0.24381
0.769;0.766;0.767;0.766;0.762;3.83;24.347;0.24347
0.769;0.766;0.767;0.767;0.762;3.831;24.342;0.24342
0.77;0.766;0.767;0.767;0.762;3.832;24.332;0.24332
0.77;0.766;0.767;0.766;0.762;3.831;24.303;0.24303
0.77;0.766;0.767;0.767;0.762;3.832;24.298;0.24298
0.77;0.766;0.767;0.767;0.762;3.832;24.249;0.24249
0.77;0.766;0.767;0.767;0.762;3.832;24.259;0.24259
0.77;0.766;0.767;0.767;0.762;3.832;24.254;0.24254
0.77;0.767;0.767;0.767;0.763;3.834;24.201;0.24201
0.77;0.766;0.767;0.767;0.762;3.832;24.166;0.24166
0.77;0.767;0.767;0.767;0.762;3.833;24.152;0.24152
0.77;0.767;0.767;0.767;0.763;3.834;24.152;0.24152
0.77;0.767;0.767;0.767;0.763;3.834;24.127;0.24127
0.77;0.767;0.767;0.767;0.763;3.834;24.098;0.24098
0.77;0.767;0.767;0.767;0.763;3.834;24.083;0.24083
0.77;0.767;0.767;0.767;0.763;3.834;24.054;0.24054
0.77;0.767;0.767;0.767;0.763;3.834;24.064;0.24064
0.77;0.767;0.767;0.767;0.763;3.834;24.01;0.2401
0.77;0.767;0.767;0.767;0.763;3.834;24.03;0.2403
0.77;0.767;0.767;0.767;0.763;3.834;24;0.24
0.77;0.767;0.768;0.767;0.763;3.835;23.952;0.23952
0.771;0.767;0.768;0.768;0.763;3.837;23.952;0.23952
0.771;0.767;0.768;0.768;0.763;3.837;23.903;0.23903
0.77;0.767;0.767;0.767;0.763;3.834;23.927;0.23927
0.771;0.767;0.768;0.767;0.763;3.836;23.903;0.23903
0.771;0.767;0.768;0.767;0.763;3.836;23.854;0.23854
0.771;0.767;0.768;0.768;0.764;3.838;23.849;0.23849
0.771;0.767;0.768;0.768;0.764;3.838;23.829;0.23829
0.771;0.767;0.768;0.768;0.764;3.838;23.825;0.23825
0.771;0.767;0.768;0.768;0.764;3.838;23.805;0.23805
0.771;0.768;0.769;0.768;0.764;3.84;23.761;0.23761
0.771;0.768;0.768;0.768;0.764;3.839;23.756;0.23756
0.771;0.768;0.768;0.768;0.764;3.839;23.698;0.23698
0.771;0.768;0.768;0.768;0.764;3.839;23.688;0.23688
0.771;0.768;0.769;0.768;0.764;3.84;23.663;0.23663
0.771;0.768;0.769;0.768;0.764;3.84;23.654;0.23654
0.771;0.768;0.769;0.768;0.764;3.84;23.654;0.23654
0.771;0.768;0.769;0.768;0.765;3.841;23.6;0.236
0.771;0.768;0.769;0.769;0.765;3.842;23.58;0.2358
0.771;0.768;0.769;0.769;0.765;3.842;23.561;0.23561
0.771;0.768;0.769;0.769;0.765;3.842;23.556;0.23556
0.771;0.768;0.769;0.769;0.765;3.842;23.551;0.23551
0.772;0.768;0.769;0.769;0.765;3.843;23.512;0.23512
0.772;0.768;0.769;0.769;0.765;3.843;23.473;0.23473
0.772;0.768;0.769;0.769;0.765;3.843;23.468;0.23468
0.772;0.768;0.769;0.769;0.765;3.843;23.463;0.23463
0.772;0.768;0.769;0.769;0.765;3.843;23.458;0.23458
0.772;0.769;0.769;0.769;0.765;3.844;23.39;0.2339
0.772;0.768;0.77;0.769;0.765;3.844;23.4;0.234
0.772;0.769;0.77;0.769;0.765;3.845;23.395;0.23395
0.772;0.769;0.77;0.769;0.765;3.845;23.346;0.23346
0.772;0.769;0.77;0.77;0.765;3.846;23.297;0.23297
0.772;0.769;0.77;0.77;0.765;3.846;23.302;0.23302
0.772;0.769;0.77;0.769;0.765;3.845;23.278;0.23278
0.772;0.769;0.77;0.769;0.765;3.845;23.273;0.23273
0.772;0.769;0.77;0.77;0.765;3.846;23.253;0.23253
0.772;0.769;0.77;0.77;0.765;3.846;23.204;0.23204
0.772;0.769;0.77;0.77;0.765;3.846;23.214;0.23214
0.772;0.769;0.77;0.77;0.766;3.847;23.19;0.2319
0.772;0.769;0.77;0.77;0.765;3.846;23.19;0.2319
0.772;0.769;0.77;0.77;0.766;3.847;23.146;0.23146
0.773;0.769;0.77;0.77;0.766;3.848;23.107;0.23107
0.773;0.769;0.77;0.77;0.766;3.848;23.092;0.23092
0.773;0.769;0.77;0.77;0.766;3.848;23.087;0.23087
0.773;0.769;0.77;0.77;0.766;3.848;23.077;0.23077
0.772;0.769;0.77;0.77;0.766;3.847;23.072;0.23072
0.773;0.769;0.77;0.77;0.766;3.848;23.048;0.23048
0.773;0.77;0.77;0.771;0.766;3.85;23.019;0.23019
0.773;0.77;0.77;0.771;0.766;3.85;22.989;0.22989
0.773;0.77;0.771;0.771;0.766;3.851;22.98;0.2298
0.773;0.77;0.771;0.771;0.766;3.851;22.96;0.2296
0.773;0.77;0.771;0.771;0.766;3.851;22.887;0.22887
0.773;0.77;0.771;0.771;0.766;3.851;22.877;0.22877
0.773;0.77;0.771;0.771;0.766;3.851;22.882;0.22882
0.773;0.77;0.771;0.771;0.767;3.852;22.882;0.22882
0.773;0.77;0.771;0.771;0.766;3.851;22.877;0.22877
0.773;0.77;0.771;0.771;0.767;3.852;22.872;0.22872
0.773;0.77;0.771;0.771;0.767;3.852;22.833;0.22833
0.773;0.77;0.771;0.771;0.767;3.852;22.784;0.22784
0.774;0.77;0.771;0.771;0.767;3.853;22.76;0.2276
0.774;0.77;0.771;0.771;0.767;3.853;22.76;0.2276
0.774;0.771;0.771;0.771;0.767;3.854;22.755;0.22755
0.774;0.771;0.771;0.771;0.767;3.854;22.696;0.22696
0.774;0.771;0.771;0.771;0.767;3.854;22.682;0.22682
0.774;0.771;0.771;0.771;0.767;3.854;22.687;0.22687
0.774;0.77;0.771;0.771;0.767;3.853;22.672;0.22672
0.774;0.771;0.771;0.771;0.767;3.854;22.648;0.22648
0.774;0.771;0.771;0.772;0.767;3.855;22.618;0.22618
0.774;0.771;0.771;0.772;0.767;3.855;22.599;0.22599
0.774;0.771;0.772;0.771;0.767;3.855;22.569;0.22569
0.774;0.771;0.772;0.772;0.767;3.856;22.555;0.22555
0.774;0.771;0.772;0.772;0.767;3.856;22.501;0.22501
0.774;0.771;0.772;0.772;0.767;3.856;22.496;0.22496
0.775;0.771;0.772;0.772;0.768;3.858;22.496;0.22496
0.774;0.771;0.772;0.772;0.768;3.857;22.472;0.22472
0.775;0.772;0.772;0.772;0.768;3.859;22.437;0.22437
0.775;0.772;0.772;0.772;0.768;3.859;22.403;0.22403
0.775;0.772;0.772;0.772;0.768;3.859;22.389;0.22389
0.775;0.772;0.772;0.772;0.768;3.859;22.384;0.22384
0.775;0.772;0.772;0.772;0.768;3.859;22.379;0.22379
0.775;0.772;0.772;0.772;0.768;3.859;22.345;0.22345
0.775;0.772;0.772;0.772;0.769;3.86;22.306;0.22306
0.775;0.772;0.772;0.772;0.768;3.859;22.296;0.22296
0.775;0.772;0.772;0.773;0.768;3.86;22.296;0.22296
0.775;0.772;0.773;0.772;0.768;3.86;22.276;0.22276
0.775;0.772;0.773;0.773;0.769;3.862;22.247;0.22247
0.775;0.772;0.773;0.773;0.769;3.862;22.198;0.22198
0.775;0.772;0.774;0.773;0.769;3.863;22.198;0.22198
0.775;0.772;0.773;0.773;0.769;3.862;22.193;0.22193
0.776;0.772;0.773;0.773;0.769;3.863;22.164;0.22164
0.776;0.772;0.773;0.773;0.769;3.863;22.125;0.22125
0.776;0.772;0.774;0.773;0.769;3.864;22.101;0.22101
0.776;0.773;0.774;0.773;0.769;3.865;22.105;0.22105
0.776;0.773;0.774;0.773;0.769;3.865;22.071;0.22071
0.776;0.773;0.774;0.773;0.769;3.865;22.086;0.22086
0.776;0.773;0.774;0.773;0.769;3.865;22.057;0.22057
0.776;0.773;0.774;0.773;0.769;3.865;22.042;0.22042
0.776;0.773;0.774;0.773;0.769;3.865;22.008;0.22008
0.776;0.773;0.774;0.773;0.77;3.866;21.993;0.21993
0.776;0.773;0.774;0.773;0.77;3.866;21.964;0.21964
0.776;0.773;0.774;0.773;0.77;3.866;21.934;0.21934
0.776;0.773;0.774;0.773;0.77;3.866;21.905;0.21905
0.776;0.773;0.774;0.774;0.77;3.867;21.905;0.21905
0.776;0.773;0.774;0.774;0.77;3.867;21.89;0.2189
0.776;0.773;0.774;0.774;0.77;3.867;21.861;0.21861
0.776;0.773;0.774;0.774;0.77;3.867;21.832;0.21832
0.776;0.773;0.774;0.774;0.77;3.867;21.807;0.21807
0.776;0.774;0.774;0.774;0.77;3.868;21.793;0.21793
0.776;0.774;0.775;0.774;0.77;3.869;21.773;0.21773
0.777;0.773;0.775;0.774;0.77;3.869;21.754;0.21754
0.777;0.774;0.775;0.774;0.77;3.87;21.749;0.21749
0.777;0.774;0.775;0.774;0.77;3.87;21.71;0.2171
0.777;0.773;0.775;0.774;0.77;3.869;21.71;0.2171
0.777;0.774;0.775;0.774;0.77;3.87;21.68;0.2168
0.777;0.774;0.775;0.774;0.771;3.871;21.656;0.21656
0.777;0.774;0.775;0.774;0.77;3.87;21.646;0.21646
0.777;0.774;0.775;0.774;0.771;3.871;21.607;0.21607
0.777;0.774;0.775;0.775;0.771;3.872;21.612;0.21612
0.777;0.774;0.775;0.775;0.771;3.872;21.593;0.21593
0.777;0.774;0.775;0.775;0.771;3.872;21.539;0.21539
0.777;0.774;0.775;0.775;0.771;3.872;21.514;0.21514
0.777;0.774;0.775;0.775;0.771;3.872;21.514;0.21514
0.777;0.774;0.775;0.775;0.771;3.872;21.5;0.215
0.777;0.774;0.775;0.775;0.771;3.872;21.466;0.21466
0.777;0.774;0.775;0.775;0.771;3.872;21.436;0.21436
0.777;0.774;0.775;0.775;0.771;3.872;21.441;0.21441
0.777;0.774;0.776;0.775;0.771;3.873;21.417;0.21417
0.777;0.774;0.775;0.775;0.771;3.872;21.407;0.21407
0.777;0.775;0.776;0.775;0.771;3.874;21.358;0.21358
0.778;0.775;0.776;0.775;0.771;3.875;21.348;0.21348
0.778;0.775;0.776;0.775;0.771;3.875;21.329;0.21329
0.778;0.775;0.776;0.775;0.772;3.876;21.309;0.21309
0.778;0.775;0.776;0.776;0.772;3.877;21.319;0.21319
0.778;0.775;0.776;0.776;0.772;3.877;21.295;0.21295
0.778;0.775;0.776;0.776;0.772;3.877;21.26;0.2126
0.778;0.775;0.776;0.776;0.772;3.877;21.226;0.21226
0.778;0.775;0.776;0.776;0.772;3.877;21.212;0.21212
0.778;0.775;0.776;0.776;0.772;3.877;21.202;0.21202
0.778;0.775;0.776;0.776;0.772;3.877;21.153;0.21153
0.778;0.775;0.776;0.776;0.772;3.877;21.138;0.21138
0.778;0.775;0.776;0.776;0.772;3.877;21.138;0.21138
0.778;0.775;0.776;0.776;0.772;3.877;21.119;0.21119
0.778;0.775;0.776;0.776;0.772;3.877;21.104;0.21104
0.778;0.775;0.776;0.776;0.772;3.877;21.055;0.21055
0.778;0.775;0.776;0.776;0.772;3.877;21.046;0.21046
0.778;0.776;0.777;0.776;0.772;3.879;21.036;0.21036
0.778;0.775;0.777;0.776;0.772;3.878;21.021;0.21021
0.778;0.776;0.777;0.776;0.772;3.879;20.987;0.20987
0.779;0.776;0.777;0.777;0.772;3.881;20.928;0.20928
0.779;0.776;0.777;0.776;0.772;3.88;20.953;0.20953
0.779;0.776;0.777;0.777;0.773;3.882;20.933;0.20933
0.779;0.776;0.777;0.777;0.773;3.882;20.923;0.20923
0.779;0.776;0.777;0.777;0.773;3.882;20.904;0.20904
0.779;0.776;0.777;0.777;0.773;3.882;20.836;0.20836
0.779;0.776;0.777;0.777;0.773;3.882;20.84;0.2084
0.779;0.776;0.777;0.777;0.773;3.882;20.806;0.20806
0.779;0.777;0.777;0.777;0.773;3.883;20.816;0.20816
0.779;0.776;0.777;0.777;0.773;3.882;20.816;0.20816
0.779;0.776;0.777;0.777;0.773;3.882;20.796;0.20796
0.779;0.777;0.777;0.777;0.773;3.883;20.738;0.20738
0.779;0.777;0.777;0.777;0.773;3.883;20.718;0.20718
0.779;0.777;0.778;0.777;0.773;3.884;20.709;0.20709
0.779;0.777;0.777;0.777;0.773;3.883;20.723;0.20723
0.779;0.777;0.778;0.777;0.773;3.884;20.704;0.20704
0.779;0.777;0.778;0.778;0.773;3.885;20.635;0.20635
0.78;0.777;0.778;0.778;0.774;3.887;20.611;0.20611
0.78;0.777;0.778;0.777;0.773;3.885;20.621;0.20621
0.78;0.777;0.778;0.778;0.774;3.887;20.63;0.2063
0.78;0.777;0.778;0.778;0.774;3.887;20.586;0.20586
0.78;0.777;0.778;0.778;0.773;3.886;20.543;0.20543
0.78;0.777;0.778;0.778;0.774;3.887;20.538;0.20538
0.78;0.777;0.778;0.778;0.774;3.887;20.518;0.20518
0.78;0.777;0.778;0.778;0.774;3.887;20.494;0.20494
0.78;0.777;0.778;0.778;0.774;3.887;20.45;0.2045
0.781;0.777;0.779;0.778;0.774;3.889;20.435;0.20435
0.78;0.778;0.778;0.778;0.775;3.889;20.406;0.20406
0.78;0.778;0.778;0.778;0.775;3.889;20.416;0.20416
0.781;0.778;0.779;0.778;0.775;3.891;20.401;0.20401
0.781;0.778;0.779;0.778;0.775;3.891;20.347;0.20347
0.781;0.778;0.779;0.778;0.775;3.891;20.337;0.20337
0.781;0.778;0.779;0.778;0.775;3.891;20.303;0.20303
0.781;0.778;0.779;0.779;0.775;3.892;20.328;0.20328
0.781;0.778;0.779;0.779;0.775;3.892;20.298;0.20298
0.781;0.778;0.779;0.779;0.775;3.892;20.249;0.20249
0.781;0.778;0.779;0.779;0.775;3.892;20.249;0.20249
0.781;0.778;0.779;0.779;0.775;3.892;20.21;0.2021
0.781;0.778;0.779;0.779;0.775;3.892;20.215;0.20215
0.781;0.778;0.779;0.779;0.775;3.892;20.181;0.20181
0.781;0.778;0.779;0.779;0.775;3.892;20.147;0.20147
0.781;0.778;0.78;0.779;0.775;3.893;20.147;0.20147
0.781;0.779;0.78;0.779;0.775;3.894;20.113;0.20113
0.781;0.779;0.78;0.779;0.775;3.894;20.079;0.20079
0.782;0.779;0.78;0.779;0.776;3.896;20.054;0.20054
0.782;0.779;0.78;0.779;0.776;3.896;20.049;0.20049
0.782;0.779;0.78;0.779;0.776;3.896;20.039;0.20039
0.782;0.779;0.78;0.779;0.776;3.896;20.02;0.2002
0.782;0.779;0.78;0.779;0.776;3.896;19.976;0.19976
0.782;0.779;0.78;0.78;0.776;3.897;19.952;0.19952
0.782;0.779;0.78;0.779;0.776;3.896;19.952;0.19952
0.782;0.779;0.78;0.779;0.776;3.896;19.952;0.19952
0.782;0.779;0.78;0.779;0.776;3.896;19.893;0.19893
0.782;0.779;0.78;0.78;0.776;3.897;19.912;0.19912
0.782;0.779;0.78;0.78;0.776;3.897;19.883;0.19883
0.782;0.779;0.78;0.78;0.776;3.897;19.854;0.19854
0.782;0.779;0.78;0.78;0.776;3.897;19.854;0.19854
0.782;0.779;0.78;0.78;0.776;3.897;19.834;0.19834
0.782;0.779;0.78;0.78;0.776;3.897;19.815;0.19815
0.782;0.779;0.78;0.78;0.777;3.898;19.786;0.19786
0.782;0.779;0.781;0.78;0.777;3.899;19.756;0.19756
0.782;0.78;0.781;0.78;0.777;3.9;19.751;0.19751
0.782;0.78;0.781;0.78;0.777;3.9;19.707;0.19707
0.783;0.78;0.781;0.781;0.777;3.902;19.698;0.19698
0.783;0.78;0.781;0.78;0.777;3.901;19.688;0.19688
0.783;0.78;0.781;0.781;0.777;3.902;19.659;0.19659
0.783;0.78;0.781;0.781;0.777;3.902;19.659;0.19659
0.783;0.78;0.781;0.781;0.777;3.902;19.59;0.1959
0.783;0.78;0.781;0.781;0.777;3.902;19.566;0.19566
0.783;0.78;0.781;0.781;0.777;3.902;19.561;0.19561
0.783;0.78;0.781;0.781;0.777;3.902;19.561;0.19561
0.783;0.78;0.781;0.781;0.777;3.902;19.551;0.19551
0.783;0.78;0.781;0.781;0.777;3.902;19.522;0.19522
0.783;0.78;0.782;0.781;0.778;3.904;19.483;0.19483
0.783;0.78;0.782;0.781;0.778;3.904;19.468;0.19468
0.783;0.78;0.782;0.782;0.778;3.905;19.449;0.19449
0.783;0.781;0.782;0.782;0.778;3.906;19.409;0.19409
0.784;0.781;0.782;0.782;0.778;3.907;19.38;0.1938
0.784;0.781;0.782;0.782;0.778;3.907;19.38;0.1938
0.784;0.781;0.782;0.782;0.778;3.907;19.361;0.19361
0.784;0.781;0.782;0.782;0.778;3.907;19.351;0.19351
0.784;0.781;0.782;0.782;0.778;3.907;19.356;0.19356
0.784;0.781;0.782;0.782;0.778;3.907;19.351;0.19351
0.784;0.781;0.782;0.782;0.778;3.907;19.287;0.19287
0.784;0.781;0.782;0.782;0.778;3.907;19.268;0.19268
0.784;0.781;0.783;0.782;0.778;3.908;19.248;0.19248
0.784;0.782;0.782;0.782;0.778;3.908;19.204;0.19204
0.784;0.782;0.783;0.782;0.778;3.909;19.185;0.19185
0.784;0.782;0.782;0.782;0.778;3.908;19.185;0.19185
0.784;0.782;0.783;0.782;0.779;3.91;19.185;0.19185
0.784;0.782;0.783;0.783;0.779;3.911;19.16;0.1916
0.785;0.782;0.783;0.783;0.779;3.912;19.136;0.19136
0.785;0.782;0.783;0.783;0.779;3.912;19.126;0.19126
0.785;0.782;0.783;0.783;0.779;3.912;19.102;0.19102
0.785;0.782;0.783;0.783;0.779;3.912;19.097;0.19097
0.785;0.782;0.783;0.783;0.779;3.912;19.087;0.19087
0.785;0.782;0.783;0.783;0.78;3.913;19.082;0.19082
0.785;0.782;0.783;0.783;0.78;3.913;19.063;0.19063
0.785;0.782;0.783;0.783;0.78;3.913;19.048;0.19048
0.785;0.783;0.784;0.783;0.78;3.915;19.009;0.19009
0.785;0.783;0.784;0.783;0.78;3.915;18.985;0.18985
0.786;0.783;0.784;0.783;0.78;3.916;18.975;0.18975
0.785;0.783;0.784;0.783;0.78;3.915;18.955;0.18955
0.785;0.783;0.784;0.784;0.78;3.916;18.965;0.18965
0.785;0.783;0.784;0.784;0.78;3.916;18.921;0.18921
0.786;0.783;0.784;0.784;0.78;3.917;18.897;0.18897
0.786;0.783;0.784;0.784;0.78;3.917;18.882;0.18882
0.786;0.783;0.784;0.784;0.78;3.917;18.858;0.18858
0.786;0.783;0.784;0.784;0.78;3.917;18.823;0.18823
0.786;0.783;0.784;0.784;0.781;3.918;18.784;0.18784
0.786;0.783;0.785;0.784;0.781;3.919;18.779;0.18779
0.786;0.783;0.785;0.784;0.781;3.919;18.745;0.18745
0.786;0.783;0.785;0.784;0.781;3.919;18.755;0.18755
0.786;0.783;0.785;0.784;0.781;3.919;18.755;0.18755
0.786;0.784;0.785;0.784;0.781;3.92;18.716;0.18716
0.787;0.783;0.785;0.784;0.781;3.92;18.687;0.18687
0.787;0.784;0.785;0.784;0.781;3.921;18.687;0.18687
0.787;0.784;0.785;0.784;0.781;3.921;18.662;0.18662
0.787;0.784;0.785;0.784;0.781;3.921;18.633;0.18633
0.787;0.784;0.785;0.784;0.781;3.921;18.623;0.18623
0.787;0.784;0.786;0.785;0.781;3.923;18.584;0.18584
0.787;0.784;0.786;0.785;0.782;3.924;18.574;0.18574
0.787;0.784;0.786;0.785;0.782;3.924;18.545;0.18545
0.787;0.784;0.786;0.785;0.782;3.924;18.53;0.1853
0.787;0.784;0.786;0.785;0.782;3.924;18.491;0.18491
0.787;0.784;0.786;0.785;0.782;3.924;18.486;0.18486
0.788;0.785;0.786;0.785;0.782;3.926;18.442;0.18442
0.788;0.785;0.786;0.785;0.782;3.926;18.452;0.18452
0.788;0.784;0.786;0.785;0.782;3.925;18.442;0.18442
0.788;0.785;0.786;0.785;0.782;3.926;18.428;0.18428
0.788;0.785;0.786;0.786;0.782;3.927;18.384;0.18384
0.788;0.785;0.786;0.786;0.782;3.927;18.335;0.18335
0.788;0.785;0.786;0.786;0.782;3.927;18.335;0.18335
0.788;0.785;0.786;0.786;0.782;3.927;18.32;0.1832
0.788;0.785;0.786;0.786;0.782;3.927;18.315;0.18315
0.788;0.785;0.787;0.786;0.783;3.929;18.271;0.18271
0.788;0.785;0.787;0.786;0.783;3.929;18.232;0.18232
0.788;0.785;0.787;0.786;0.783;3.929;18.247;0.18247
0.788;0.785;0.787;0.787;0.783;3.93;18.218;0.18218
0.788;0.785;0.787;0.787;0.783;3.93;18.188;0.18188
0.789;0.785;0.787;0.786;0.783;3.93;18.188;0.18188
0.789;0.786;0.787;0.786;0.783;3.931;18.184;0.18184
0.789;0.786;0.787;0.787;0.783;3.932;18.125;0.18125
0.789;0.786;0.787;0.787;0.783;3.932;18.096;0.18096
0.789;0.786;0.787;0.787;0.783;3.932;18.096;0.18096
0.789;0.786;0.787;0.787;0.783;3.932;18.096;0.18096
0.789;0.786;0.787;0.787;0.783;3.932;18.081;0.18081
0.789;0.786;0.788;0.787;0.784;3.934;18.018;0.18018
0.789;0.786;0.788;0.787;0.784;3.934;17.998;0.17998
0.789;0.786;0.788;0.787;0.784;3.934;17.998;0.17998
0.789;0.786;0.788;0.787;0.784;3.934;17.988;0.17988
0.789;0.786;0.788;0.788;0.784;3.935;17.934;0.17934
0.789;0.786;0.788;0.787;0.784;3.934;17.944;0.17944
0.789;0.786;0.788;0.788;0.784;3.935;17.925;0.17925
0.79;0.787;0.788;0.788;0.784;3.937;17.9;0.179
0.79;0.787;0.788;0.788;0.784;3.937;17.895;0.17895
0.79;0.787;0.788;0.788;0.784;3.937;17.856;0.17856
0.79;0.787;0.788;0.788;0.784;3.937;17.817;0.17817
0.79;0.787;0.789;0.788;0.784;3.938;17.803;0.17803
0.79;0.788;0.789;0.788;0.785;3.94;17.798;0.17798
0.79;0.787;0.789;0.788;0.784;3.938;17.803;0.17803
0.79;0.787;0.789;0.788;0.784;3.938;17.788;0.17788
0.79;0.788;0.789;0.788;0.785;3.94;17.734;0.17734
