U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm2)
0.692;0.687;0.686;0.687;0.68;3.432;61.621;0.61621
0.693;0.687;0.687;0.688;0.681;3.436;61.597;0.61597
0.692;0.687;0.686;0.687;0.68;3.432;61.602;0.61602
0.693;0.687;0.687;0.687;0.681;3.435;61.563;0.61563
0.692;0.687;0.686;0.687;0.68;3.432;61.563;0.61563
0.693;0.687;0.687;0.688;0.681;3.436;61.534;0.61534
0.693;0.687;0.687;0.687;0.68;3.434;61.514;0.61514
0.694;0.687;0.687;0.688;0.681;3.437;61.465;0.61465
0.693;0.687;0.686;0.687;0.68;3.433;61.455;0.61455
0.694;0.688;0.688;0.688;0.681;3.439;61.436;0.61436
0.693;0.687;0.686;0.687;0.68;3.433;61.436;0.61436
0.694;0.688;0.687;0.688;0.681;3.438;61.411;0.61411
0.693;0.687;0.687;0.688;0.681;3.436;61.411;0.61411
0.694;0.688;0.688;0.688;0.681;3.439;61.358;0.61358
0.693;0.688;0.687;0.688;0.681;3.437;61.319;0.61319
0.693;0.688;0.688;0.688;0.681;3.438;61.338;0.61338
0.693;0.688;0.687;0.688;0.681;3.437;61.299;0.61299
0.694;0.689;0.688;0.689;0.682;3.442;61.27;0.6127
0.693;0.688;0.687;0.688;0.681;3.437;61.27;0.6127
0.694;0.689;0.688;0.689;0.682;3.442;61.255;0.61255
0.693;0.688;0.687;0.688;0.681;3.437;61.197;0.61197
0.694;0.689;0.688;0.689;0.682;3.442;61.177;0.61177
0.693;0.688;0.687;0.688;0.681;3.437;61.167;0.61167
0.694;0.689;0.688;0.689;0.682;3.442;61.172;0.61172
0.693;0.688;0.687;0.688;0.681;3.437;61.167;0.61167
0.694;0.689;0.688;0.689;0.682;3.442;61.114;0.61114
0.693;0.688;0.687;0.688;0.681;3.437;61.099;0.61099
0.694;0.689;0.688;0.689;0.682;3.442;61.074;0.61074
0.693;0.688;0.687;0.688;0.681;3.437;61.074;0.61074
0.694;0.689;0.688;0.689;0.682;3.442;61.055;0.61055
0.693;0.688;0.688;0.689;0.682;3.44;61.006;0.61006
0.694;0.689;0.688;0.69;0.682;3.443;60.972;0.60972
0.693;0.688;0.688;0.689;0.681;3.439;60.972;0.60972
0.694;0.689;0.688;0.689;0.682;3.442;60.977;0.60977
0.693;0.688;0.687;0.689;0.681;3.438;60.952;0.60952
0.694;0.689;0.688;0.689;0.682;3.442;60.962;0.60962
0.693;0.688;0.688;0.689;0.682;3.44;60.894;0.60894
0.694;0.689;0.688;0.689;0.682;3.442;60.879;0.60879
0.694;0.689;0.688;0.689;0.682;3.442;60.874;0.60874
0.694;0.689;0.688;0.689;0.682;3.442;60.86;0.6086
0.694;0.689;0.688;0.69;0.682;3.443;60.801;0.60801
0.694;0.689;0.688;0.689;0.682;3.442;60.801;0.60801
0.695;0.69;0.688;0.69;0.683;3.446;60.781;0.60781
0.693;0.689;0.688;0.689;0.682;3.441;60.772;0.60772
0.695;0.69;0.689;0.69;0.683;3.447;60.708;0.60708
0.694;0.689;0.688;0.689;0.682;3.442;60.718;0.60718
0.695;0.69;0.689;0.69;0.683;3.447;60.703;0.60703
0.694;0.689;0.688;0.689;0.682;3.442;60.679;0.60679
0.695;0.69;0.689;0.69;0.683;3.447;60.669;0.60669
0.694;0.689;0.688;0.689;0.682;3.442;60.62;0.6062
0.695;0.69;0.689;0.69;0.683;3.447;60.596;0.60596
0.694;0.689;0.688;0.689;0.682;3.442;60.576;0.60576
0.695;0.69;0.689;0.69;0.683;3.447;60.581;0.60581
0.694;0.689;0.688;0.689;0.682;3.442;60.571;0.60571
0.695;0.69;0.689;0.69;0.683;3.447;60.527;0.60527
0.695;0.69;0.689;0.69;0.683;3.447;60.503;0.60503
0.695;0.69;0.689;0.69;0.683;3.447;60.488;0.60488
0.695;0.689;0.688;0.69;0.683;3.445;60.488;0.60488
0.695;0.69;0.689;0.69;0.683;3.447;60.459;0.60459
0.695;0.689;0.688;0.69;0.682;3.444;60.415;0.60415
0.695;0.69;0.689;0.691;0.683;3.448;60.4;0.604
0.695;0.689;0.689;0.69;0.682;3.445;60.4;0.604
0.696;0.69;0.689;0.691;0.683;3.449;60.376;0.60376
0.695;0.69;0.689;0.69;0.683;3.447;60.357;0.60357
0.696;0.691;0.689;0.691;0.683;3.45;60.308;0.60308
0.695;0.69;0.689;0.69;0.683;3.447;60.308;0.60308
0.696;0.69;0.689;0.691;0.683;3.449;60.293;0.60293
0.695;0.69;0.689;0.69;0.683;3.447;60.298;0.60298
0.696;0.691;0.689;0.691;0.684;3.451;60.259;0.60259
0.696;0.69;0.689;0.69;0.683;3.448;60.215;0.60215
0.695;0.69;0.689;0.69;0.683;3.447;60.22;0.6022
0.696;0.691;0.689;0.691;0.684;3.451;60.195;0.60195
0.695;0.69;0.689;0.69;0.683;3.447;60.19;0.6019
0.696;0.691;0.689;0.691;0.684;3.451;60.161;0.60161
0.695;0.69;0.689;0.69;0.683;3.447;60.107;0.60107
0.696;0.69;0.689;0.691;0.684;3.45;60.112;0.60112
0.696;0.69;0.689;0.691;0.683;3.449;60.103;0.60103
0.696;0.691;0.689;0.691;0.684;3.451;60.078;0.60078
0.696;0.69;0.689;0.691;0.684;3.45;60.059;0.60059
0.696;0.691;0.689;0.691;0.684;3.451;60.005;0.60005
0.696;0.691;0.69;0.691;0.684;3.452;60.01;0.6001
0.695;0.69;0.689;0.69;0.683;3.447;60;0.6
0.696;0.691;0.69;0.692;0.684;3.453;59.956;0.59956
0.696;0.69;0.689;0.691;0.684;3.45;59.907;0.59907
0.696;0.691;0.69;0.691;0.684;3.452;59.912;0.59912
0.696;0.691;0.689;0.691;0.684;3.451;59.907;0.59907
0.696;0.691;0.69;0.691;0.684;3.452;59.888;0.59888
0.696;0.691;0.689;0.691;0.684;3.451;59.849;0.59849
0.697;0.691;0.69;0.691;0.684;3.453;59.819;0.59819
0.696;0.691;0.69;0.691;0.684;3.452;59.81;0.5981
0.697;0.691;0.691;0.692;0.684;3.455;59.805;0.59805
0.696;0.691;0.69;0.691;0.684;3.452;59.785;0.59785
0.697;0.691;0.69;0.691;0.684;3.453;59.756;0.59756
0.696;0.691;0.69;0.691;0.684;3.452;59.712;0.59712
0.697;0.692;0.691;0.692;0.685;3.457;59.712;0.59712
0.696;0.691;0.69;0.692;0.684;3.453;59.717;0.59717
0.696;0.691;0.691;0.692;0.684;3.454;59.712;0.59712
0.696;0.691;0.691;0.692;0.685;3.455;59.658;0.59658
0.697;0.692;0.691;0.692;0.685;3.457;59.614;0.59614
0.696;0.691;0.69;0.691;0.684;3.452;59.609;0.59609
0.697;0.692;0.692;0.692;0.685;3.458;59.614;0.59614
0.696;0.691;0.691;0.691;0.684;3.453;59.609;0.59609
0.697;0.692;0.692;0.693;0.685;3.459;59.541;0.59541
0.696;0.692;0.691;0.692;0.685;3.456;59.512;0.59512
0.697;0.692;0.692;0.693;0.685;3.459;59.512;0.59512
0.696;0.692;0.691;0.692;0.685;3.456;59.502;0.59502
0.697;0.692;0.692;0.692;0.685;3.458;59.502;0.59502
0.697;0.692;0.691;0.692;0.685;3.457;59.477;0.59477
0.697;0.692;0.692;0.692;0.685;3.458;59.463;0.59463
0.697;0.692;0.691;0.692;0.685;3.457;59.419;0.59419
0.697;0.692;0.692;0.692;0.685;3.458;59.419;0.59419
0.697;0.692;0.691;0.692;0.685;3.457;59.38;0.5938
0.697;0.692;0.691;0.692;0.685;3.457;59.365;0.59365
0.697;0.692;0.692;0.692;0.685;3.458;59.316;0.59316
0.697;0.692;0.692;0.692;0.685;3.458;59.316;0.59316
0.697;0.692;0.691;0.692;0.685;3.457;59.316;0.59316
0.697;0.692;0.692;0.692;0.685;3.458;59.321;0.59321
0.697;0.692;0.692;0.692;0.685;3.458;59.282;0.59282
0.698;0.692;0.692;0.693;0.685;3.46;59.238;0.59238
0.697;0.692;0.692;0.692;0.685;3.458;59.219;0.59219
0.698;0.693;0.692;0.693;0.686;3.462;59.219;0.59219
0.697;0.692;0.692;0.692;0.685;3.458;59.219;0.59219
0.698;0.693;0.693;0.693;0.686;3.463;59.175;0.59175
0.697;0.692;0.692;0.692;0.685;3.458;59.14;0.5914
0.698;0.693;0.693;0.693;0.686;3.463;59.116;0.59116
0.697;0.692;0.692;0.692;0.686;3.459;59.126;0.59126
0.698;0.693;0.693;0.693;0.686;3.463;59.106;0.59106
0.697;0.692;0.693;0.693;0.686;3.461;59.048;0.59048
0.698;0.693;0.693;0.693;0.686;3.463;59.018;0.59018
0.697;0.692;0.692;0.693;0.686;3.46;59.018;0.59018
0.698;0.693;0.693;0.693;0.686;3.463;59.018;0.59018
0.697;0.693;0.692;0.693;0.686;3.461;59.023;0.59023
0.698;0.693;0.693;0.693;0.686;3.463;58.969;0.58969
0.697;0.693;0.693;0.693;0.686;3.462;58.945;0.58945
0.698;0.694;0.693;0.694;0.687;3.466;58.926;0.58926
0.697;0.693;0.692;0.693;0.686;3.461;58.867;0.58867
0.698;0.694;0.693;0.694;0.687;3.466;58.843;0.58843
0.698;0.693;0.693;0.693;0.686;3.463;58.847;0.58847
0.699;0.694;0.693;0.694;0.687;3.467;58.828;0.58828
0.697;0.693;0.693;0.693;0.686;3.462;58.813;0.58813
0.699;0.694;0.694;0.694;0.687;3.468;58.779;0.58779
0.698;0.693;0.692;0.693;0.686;3.462;58.755;0.58755
0.699;0.694;0.693;0.694;0.687;3.467;58.759;0.58759
0.698;0.693;0.693;0.693;0.686;3.463;58.75;0.5875
0.699;0.694;0.693;0.694;0.687;3.467;58.725;0.58725
0.698;0.693;0.692;0.693;0.686;3.462;58.706;0.58706
0.699;0.694;0.693;0.694;0.687;3.467;58.706;0.58706
0.698;0.693;0.693;0.693;0.686;3.463;58.667;0.58667
0.699;0.694;0.694;0.694;0.687;3.468;58.633;0.58633
0.698;0.693;0.693;0.693;0.687;3.464;58.623;0.58623
0.699;0.694;0.694;0.694;0.687;3.468;58.554;0.58554
0.698;0.693;0.693;0.693;0.687;3.464;58.564;0.58564
0.699;0.694;0.694;0.694;0.687;3.468;58.554;0.58554
0.698;0.694;0.693;0.693;0.687;3.465;58.54;0.5854
0.699;0.694;0.694;0.694;0.688;3.469;58.506;0.58506
0.699;0.694;0.693;0.694;0.687;3.467;58.457;0.58457
0.699;0.694;0.694;0.694;0.688;3.469;58.466;0.58466
0.699;0.694;0.693;0.694;0.687;3.467;58.447;0.58447
0.699;0.695;0.694;0.695;0.688;3.471;58.437;0.58437
0.699;0.694;0.693;0.694;0.687;3.467;58.403;0.58403
0.699;0.695;0.694;0.695;0.688;3.471;58.354;0.58354
0.699;0.694;0.694;0.694;0.687;3.468;58.354;0.58354
0.699;0.695;0.694;0.695;0.688;3.471;58.339;0.58339
0.699;0.694;0.694;0.694;0.687;3.468;58.325;0.58325
0.7;0.695;0.694;0.695;0.688;3.472;58.339;0.58339
0.699;0.694;0.694;0.694;0.687;3.468;58.31;0.5831
0.7;0.695;0.695;0.695;0.688;3.473;58.256;0.58256
0.699;0.694;0.694;0.694;0.688;3.469;58.247;0.58247
0.7;0.695;0.695;0.695;0.688;3.473;58.237;0.58237
0.699;0.694;0.694;0.694;0.687;3.468;58.237;0.58237
0.7;0.695;0.695;0.695;0.688;3.473;58.222;0.58222
0.699;0.694;0.694;0.695;0.688;3.47;58.164;0.58164
0.7;0.695;0.694;0.695;0.688;3.472;58.149;0.58149
0.699;0.695;0.694;0.695;0.688;3.471;58.134;0.58134
0.7;0.695;0.695;0.695;0.689;3.474;58.1;0.581
0.699;0.695;0.695;0.695;0.688;3.472;58.066;0.58066
0.7;0.695;0.694;0.695;0.688;3.472;58.046;0.58046
0.699;0.695;0.695;0.695;0.688;3.472;58.061;0.58061
0.7;0.695;0.695;0.695;0.689;3.474;58.046;0.58046
0.699;0.694;0.694;0.695;0.688;3.47;58.032;0.58032
0.7;0.696;0.695;0.695;0.689;3.475;57.993;0.57993
0.7;0.695;0.695;0.695;0.688;3.473;57.944;0.57944
0.7;0.696;0.695;0.696;0.689;3.476;57.929;0.57929
0.7;0.695;0.695;0.695;0.688;3.473;57.929;0.57929
0.7;0.695;0.695;0.695;0.689;3.474;57.895;0.57895
0.7;0.695;0.695;0.695;0.689;3.474;57.861;0.57861
0.7;0.695;0.695;0.695;0.688;3.473;57.866;0.57866
0.7;0.695;0.695;0.696;0.689;3.475;57.851;0.57851
0.7;0.695;0.694;0.695;0.688;3.472;57.836;0.57836
0.7;0.695;0.695;0.695;0.689;3.474;57.836;0.57836
0.7;0.695;0.695;0.695;0.689;3.474;57.812;0.57812
0.7;0.696;0.695;0.696;0.689;3.476;57.753;0.57753
0.7;0.695;0.695;0.695;0.689;3.474;57.753;0.57753
0.7;0.696;0.695;0.696;0.689;3.476;57.729;0.57729
0.7;0.695;0.695;0.696;0.689;3.475;57.719;0.57719
0.7;0.696;0.696;0.696;0.689;3.477;57.661;0.57661
0.7;0.695;0.695;0.696;0.689;3.475;57.656;0.57656
0.7;0.696;0.696;0.696;0.689;3.477;57.661;0.57661
0.7;0.696;0.695;0.696;0.689;3.476;57.646;0.57646
0.701;0.696;0.695;0.696;0.689;3.477;57.602;0.57602
0.7;0.696;0.696;0.696;0.689;3.477;57.558;0.57558
0.7;0.696;0.696;0.696;0.689;3.477;57.568;0.57568
0.7;0.696;0.696;0.696;0.689;3.477;57.558;0.57558
0.7;0.696;0.696;0.696;0.69;3.478;57.529;0.57529
0.7;0.696;0.696;0.696;0.69;3.478;57.499;0.57499
0.7;0.696;0.696;0.696;0.69;3.478;57.465;0.57465
0.7;0.696;0.696;0.696;0.69;3.478;57.47;0.5747
0.7;0.696;0.696;0.696;0.69;3.478;57.455;0.57455
0.701;0.696;0.696;0.696;0.69;3.479;57.446;0.57446
0.7;0.696;0.696;0.696;0.689;3.477;57.426;0.57426
0.701;0.697;0.696;0.696;0.69;3.48;57.412;0.57412
0.701;0.696;0.696;0.696;0.69;3.479;57.363;0.57363
0.701;0.696;0.696;0.696;0.69;3.479;57.358;0.57358
0.701;0.696;0.696;0.696;0.69;3.479;57.333;0.57333
0.701;0.696;0.696;0.696;0.69;3.479;57.285;0.57285
0.701;0.696;0.696;0.696;0.69;3.479;57.265;0.57265
0.701;0.696;0.696;0.696;0.69;3.479;57.265;0.57265
0.701;0.696;0.696;0.696;0.69;3.479;57.27;0.5727
0.701;0.696;0.696;0.696;0.69;3.479;57.221;0.57221
0.701;0.697;0.696;0.696;0.69;3.48;57.202;0.57202
0.701;0.697;0.696;0.696;0.69;3.48;57.167;0.57167
0.701;0.697;0.696;0.697;0.69;3.481;57.177;0.57177
0.701;0.697;0.696;0.697;0.69;3.481;57.162;0.57162
0.701;0.697;0.696;0.696;0.69;3.48;57.123;0.57123
0.702;0.697;0.697;0.697;0.69;3.483;57.109;0.57109
0.701;0.697;0.696;0.696;0.69;3.48;57.104;0.57104
0.702;0.697;0.696;0.697;0.691;3.483;57.07;0.5707
0.702;0.697;0.697;0.697;0.69;3.483;57.065;0.57065
0.702;0.697;0.697;0.697;0.691;3.484;57.045;0.57045
0.702;0.697;0.697;0.697;0.691;3.484;57.05;0.5705
0.702;0.697;0.697;0.697;0.691;3.484;57.016;0.57016
0.702;0.697;0.697;0.697;0.691;3.484;56.967;0.56967
0.702;0.697;0.697;0.697;0.691;3.484;56.933;0.56933
0.702;0.697;0.697;0.697;0.691;3.484;56.904;0.56904
0.702;0.697;0.697;0.697;0.691;3.484;56.899;0.56899
0.702;0.697;0.697;0.698;0.691;3.485;56.908;0.56908
0.702;0.697;0.697;0.697;0.691;3.484;56.874;0.56874
0.702;0.698;0.698;0.698;0.692;3.488;56.865;0.56865
0.702;0.697;0.697;0.697;0.691;3.484;56.83;0.5683
0.702;0.698;0.698;0.698;0.692;3.488;56.796;0.56796
0.702;0.697;0.697;0.697;0.691;3.484;56.772;0.56772
0.703;0.698;0.698;0.698;0.692;3.489;56.757;0.56757
0.702;0.697;0.697;0.698;0.691;3.485;56.723;0.56723
0.703;0.698;0.698;0.698;0.692;3.489;56.684;0.56684
0.702;0.697;0.697;0.698;0.691;3.485;56.684;0.56684
0.703;0.698;0.698;0.699;0.692;3.49;56.679;0.56679
0.702;0.697;0.697;0.698;0.691;3.485;56.669;0.56669
0.703;0.698;0.698;0.698;0.692;3.489;56.669;0.56669
0.702;0.698;0.697;0.698;0.691;3.486;56.62;0.5662
0.703;0.698;0.698;0.699;0.692;3.49;56.591;0.56591
0.702;0.698;0.697;0.698;0.691;3.486;56.591;0.56591
0.703;0.698;0.698;0.699;0.692;3.49;56.591;0.56591
0.702;0.697;0.697;0.698;0.691;3.485;56.571;0.56571
0.704;0.699;0.698;0.699;0.693;3.493;56.567;0.56567
0.703;0.698;0.698;0.698;0.692;3.489;56.542;0.56542
0.703;0.698;0.698;0.699;0.692;3.49;56.503;0.56503
0.703;0.698;0.698;0.698;0.692;3.489;56.493;0.56493
0.704;0.698;0.698;0.699;0.692;3.491;56.474;0.56474
0.703;0.698;0.697;0.698;0.692;3.488;56.479;0.56479
0.704;0.698;0.698;0.699;0.692;3.491;56.444;0.56444
0.702;0.698;0.697;0.698;0.692;3.487;56.405;0.56405
0.704;0.698;0.699;0.699;0.693;3.493;56.396;0.56396
0.703;0.698;0.698;0.698;0.692;3.489;56.381;0.56381
0.703;0.699;0.699;0.699;0.693;3.493;56.366;0.56366
0.703;0.698;0.698;0.698;0.692;3.489;56.357;0.56357
0.704;0.699;0.699;0.699;0.693;3.494;56.313;0.56313
0.703;0.698;0.698;0.698;0.692;3.489;56.283;0.56283
0.704;0.699;0.699;0.7;0.693;3.495;56.283;0.56283
0.703;0.699;0.698;0.699;0.692;3.491;56.249;0.56249
0.704;0.699;0.699;0.7;0.693;3.495;56.225;0.56225
0.703;0.698;0.698;0.699;0.692;3.49;56.2;0.562
0.704;0.7;0.699;0.7;0.693;3.496;56.2;0.562
0.703;0.699;0.698;0.699;0.692;3.491;56.195;0.56195
0.704;0.7;0.699;0.7;0.693;3.496;56.171;0.56171
0.704;0.699;0.698;0.699;0.692;3.492;56.142;0.56142
0.704;0.7;0.699;0.7;0.693;3.496;56.103;0.56103
0.704;0.699;0.698;0.699;0.692;3.492;56.093;0.56093
0.704;0.7;0.699;0.7;0.693;3.496;56.073;0.56073
0.704;0.699;0.698;0.699;0.693;3.493;56.059;0.56059
0.705;0.7;0.699;0.7;0.694;3.498;56.005;0.56005
0.704;0.699;0.698;0.699;0.693;3.493;56.005;0.56005
0.705;0.699;0.699;0.7;0.693;3.496;56.005;0.56005
0.704;0.699;0.699;0.699;0.693;3.494;56;0.56
0.704;0.7;0.699;0.7;0.694;3.497;55.99;0.5599
0.704;0.699;0.699;0.7;0.693;3.495;55.932;0.55932
0.704;0.7;0.699;0.7;0.694;3.497;55.902;0.55902
0.704;0.699;0.699;0.7;0.693;3.495;55.893;0.55893
0.704;0.7;0.7;0.7;0.694;3.498;55.883;0.55883
0.704;0.699;0.699;0.7;0.693;3.495;55.873;0.55873
0.705;0.7;0.7;0.701;0.694;3.5;55.858;0.55858
0.704;0.699;0.699;0.7;0.693;3.495;55.81;0.5581
0.705;0.701;0.7;0.701;0.694;3.501;55.8;0.558
0.704;0.7;0.699;0.7;0.694;3.497;55.756;0.55756
0.705;0.7;0.7;0.701;0.694;3.5;55.751;0.55751
0.704;0.699;0.699;0.7;0.694;3.496;55.717;0.55717
0.705;0.701;0.7;0.701;0.694;3.501;55.702;0.55702
0.704;0.7;0.699;0.7;0.694;3.497;55.673;0.55673
0.705;0.7;0.7;0.701;0.694;3.5;55.663;0.55663
0.704;0.7;0.699;0.7;0.694;3.497;55.653;0.55653
0.705;0.701;0.7;0.701;0.695;3.502;55.604;0.55604
0.704;0.7;0.699;0.7;0.694;3.497;55.6;0.556
0.705;0.701;0.7;0.701;0.694;3.501;55.59;0.5559
0.704;0.7;0.699;0.7;0.694;3.497;55.59;0.5559
0.705;0.701;0.7;0.701;0.694;3.501;55.575;0.55575
0.704;0.7;0.699;0.7;0.694;3.497;55.556;0.55556
0.705;0.701;0.7;0.701;0.695;3.502;55.507;0.55507
0.705;0.7;0.7;0.7;0.694;3.499;55.473;0.55473
0.705;0.701;0.7;0.701;0.695;3.502;55.482;0.55482
0.705;0.7;0.7;0.701;0.694;3.5;55.443;0.55443
0.706;0.701;0.7;0.701;0.695;3.503;55.414;0.55414
0.705;0.7;0.7;0.701;0.694;3.5;55.414;0.55414
0.706;0.701;0.7;0.701;0.695;3.503;55.404;0.55404
0.705;0.7;0.7;0.701;0.695;3.501;55.39;0.5539
0.706;0.701;0.701;0.701;0.695;3.504;55.331;0.55331
0.705;0.701;0.7;0.701;0.695;3.502;55.311;0.55311
0.706;0.701;0.701;0.702;0.695;3.505;55.297;0.55297
0.705;0.701;0.7;0.701;0.695;3.502;55.258;0.55258
0.706;0.701;0.701;0.702;0.695;3.505;55.267;0.55267
0.705;0.701;0.7;0.701;0.695;3.502;55.243;0.55243
0.706;0.701;0.701;0.702;0.695;3.505;55.214;0.55214
0.705;0.701;0.7;0.701;0.695;3.502;55.214;0.55214
0.706;0.702;0.701;0.702;0.695;3.506;55.204;0.55204
0.705;0.701;0.7;0.701;0.695;3.502;55.175;0.55175
0.706;0.702;0.701;0.702;0.695;3.506;55.175;0.55175
0.706;0.701;0.701;0.701;0.695;3.504;55.14;0.5514
0.706;0.702;0.701;0.702;0.696;3.507;55.111;0.55111
0.705;0.701;0.701;0.701;0.695;3.503;55.082;0.55082
0.706;0.702;0.702;0.702;0.696;3.508;55.053;0.55053
0.705;0.701;0.7;0.702;0.695;3.503;55.062;0.55062
0.706;0.702;0.701;0.702;0.696;3.507;55.033;0.55033
0.706;0.701;0.701;0.702;0.695;3.505;55.018;0.55018
0.706;0.702;0.702;0.702;0.696;3.508;54.994;0.54994
0.706;0.702;0.701;0.702;0.696;3.507;54.97;0.5497
0.706;0.702;0.701;0.703;0.696;3.508;54.935;0.54935
0.706;0.702;0.701;0.702;0.696;3.507;54.916;0.54916
0.706;0.702;0.701;0.702;0.696;3.507;54.921;0.54921
0.706;0.702;0.701;0.702;0.696;3.507;54.911;0.54911
0.706;0.702;0.701;0.702;0.696;3.507;54.857;0.54857
0.706;0.702;0.701;0.702;0.696;3.507;54.838;0.54838
0.707;0.702;0.702;0.703;0.696;3.51;54.823;0.54823
0.706;0.701;0.701;0.702;0.696;3.506;54.823;0.54823
0.707;0.702;0.702;0.703;0.697;3.511;54.799;0.54799
0.706;0.702;0.702;0.703;0.696;3.509;54.755;0.54755
0.706;0.702;0.702;0.703;0.696;3.509;54.745;0.54745
0.707;0.702;0.701;0.702;0.696;3.508;54.72;0.5472
0.707;0.702;0.702;0.703;0.697;3.511;54.72;0.5472
0.706;0.702;0.702;0.703;0.696;3.509;54.642;0.54642
0.707;0.703;0.703;0.703;0.697;3.513;54.676;0.54676
0.706;0.702;0.702;0.703;0.696;3.509;54.667;0.54667
0.707;0.702;0.702;0.703;0.696;3.51;54.647;0.54647
0.706;0.702;0.702;0.703;0.696;3.509;54.608;0.54608
0.706;0.703;0.702;0.703;0.697;3.511;54.55;0.5455
0.706;0.702;0.702;0.703;0.696;3.509;54.54;0.5454
0.706;0.702;0.702;0.703;0.697;3.51;54.53;0.5453
0.706;0.702;0.702;0.703;0.697;3.51;54.525;0.54525
0.706;0.702;0.702;0.703;0.697;3.51;54.525;0.54525
0.706;0.702;0.702;0.703;0.697;3.51;54.51;0.5451
0.707;0.703;0.703;0.704;0.697;3.514;54.442;0.54442
0.707;0.703;0.702;0.703;0.697;3.512;54.432;0.54432
0.707;0.703;0.702;0.703;0.697;3.512;54.423;0.54423
0.707;0.703;0.702;0.703;0.697;3.512;54.427;0.54427
0.707;0.703;0.702;0.704;0.697;3.513;54.408;0.54408
0.707;0.703;0.702;0.703;0.697;3.512;54.344;0.54344
0.707;0.703;0.702;0.704;0.697;3.513;54.325;0.54325
0.707;0.703;0.702;0.704;0.697;3.513;54.325;0.54325
0.707;0.703;0.703;0.704;0.697;3.514;54.3;0.543
0.707;0.703;0.702;0.704;0.697;3.513;54.247;0.54247
0.707;0.703;0.703;0.704;0.698;3.515;54.242;0.54242
0.707;0.703;0.703;0.704;0.698;3.515;54.227;0.54227
0.707;0.703;0.702;0.704;0.697;3.513;54.222;0.54222
0.707;0.704;0.703;0.704;0.698;3.516;54.208;0.54208
0.707;0.703;0.703;0.704;0.697;3.514;54.173;0.54173
0.707;0.704;0.703;0.704;0.698;3.516;54.154;0.54154
0.707;0.704;0.703;0.704;0.698;3.516;54.144;0.54144
0.707;0.704;0.703;0.704;0.698;3.516;54.125;0.54125
0.707;0.703;0.703;0.704;0.698;3.515;54.105;0.54105
0.707;0.704;0.704;0.704;0.698;3.517;54.061;0.54061
0.707;0.704;0.703;0.704;0.698;3.516;54.061;0.54061
0.708;0.704;0.704;0.705;0.698;3.519;54.046;0.54046
0.707;0.704;0.703;0.704;0.698;3.516;54.032;0.54032
0.708;0.704;0.704;0.705;0.699;3.52;54.027;0.54027
0.707;0.704;0.703;0.704;0.698;3.516;53.993;0.53993
0.708;0.704;0.704;0.705;0.698;3.519;53.949;0.53949
0.707;0.704;0.703;0.704;0.698;3.516;53.934;0.53934
0.708;0.704;0.704;0.705;0.699;3.52;53.939;0.53939
0.707;0.704;0.703;0.704;0.698;3.516;53.929;0.53929
0.708;0.704;0.704;0.705;0.699;3.52;53.915;0.53915
0.707;0.704;0.704;0.704;0.698;3.517;53.856;0.53856
0.708;0.705;0.704;0.705;0.699;3.521;53.812;0.53812
0.708;0.704;0.703;0.704;0.698;3.517;53.836;0.53836
0.708;0.705;0.704;0.705;0.699;3.521;53.807;0.53807
0.708;0.704;0.704;0.705;0.698;3.519;53.753;0.53753
0.708;0.705;0.704;0.705;0.699;3.521;53.753;0.53753
0.708;0.704;0.703;0.704;0.698;3.517;53.749;0.53749
0.708;0.705;0.704;0.705;0.699;3.521;53.734;0.53734
0.708;0.704;0.704;0.704;0.698;3.518;53.724;0.53724
0.708;0.705;0.704;0.705;0.699;3.521;53.685;0.53685
0.708;0.704;0.704;0.704;0.698;3.518;53.656;0.53656
0.708;0.705;0.704;0.705;0.699;3.521;53.641;0.53641
0.708;0.704;0.704;0.705;0.699;3.52;53.631;0.53631
0.708;0.705;0.704;0.705;0.699;3.521;53.612;0.53612
0.708;0.704;0.704;0.705;0.699;3.52;53.607;0.53607
0.709;0.705;0.705;0.705;0.699;3.523;53.553;0.53553
0.708;0.704;0.704;0.705;0.698;3.519;53.539;0.53539
0.709;0.705;0.705;0.706;0.699;3.524;53.509;0.53509
0.709;0.705;0.705;0.705;0.699;3.523;53.456;0.53456
0.709;0.705;0.705;0.705;0.699;3.523;53.46;0.5346
0.708;0.705;0.704;0.705;0.699;3.521;53.465;0.53465
0.709;0.705;0.705;0.705;0.699;3.523;53.441;0.53441
0.709;0.705;0.705;0.705;0.699;3.523;53.436;0.53436
0.709;0.705;0.705;0.705;0.699;3.523;53.382;0.53382
0.709;0.705;0.705;0.705;0.699;3.523;53.358;0.53358
0.71;0.705;0.705;0.706;0.7;3.526;53.358;0.53358
0.709;0.705;0.705;0.705;0.699;3.523;53.333;0.53333
0.71;0.706;0.705;0.706;0.7;3.527;53.299;0.53299
0.709;0.705;0.705;0.706;0.699;3.524;53.265;0.53265
0.709;0.706;0.705;0.706;0.7;3.526;53.265;0.53265
0.709;0.705;0.705;0.706;0.7;3.525;53.25;0.5325
0.71;0.706;0.705;0.706;0.7;3.527;53.206;0.53206
0.71;0.706;0.705;0.706;0.7;3.527;53.187;0.53187
0.709;0.706;0.705;0.706;0.7;3.526;53.162;0.53162
0.709;0.705;0.705;0.706;0.7;3.525;53.162;0.53162
0.709;0.706;0.706;0.706;0.7;3.527;53.162;0.53162
