U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm2)
0.722;0.718;0.72;0.718;0.712;3.59;45.021;0.45021
0.723;0.719;0.721;0.718;0.713;3.594;44.962;0.44962
0.723;0.718;0.72;0.718;0.712;3.591;44.962;0.44962
0.723;0.719;0.721;0.719;0.712;3.594;44.948;0.44948
0.723;0.718;0.72;0.718;0.712;3.591;44.933;0.44933
0.723;0.719;0.721;0.719;0.712;3.594;44.933;0.44933
0.723;0.718;0.72;0.718;0.712;3.591;44.879;0.44879
0.723;0.719;0.721;0.719;0.713;3.595;44.86;0.4486
0.723;0.718;0.721;0.718;0.712;3.592;44.87;0.4487
0.723;0.719;0.721;0.719;0.713;3.595;44.845;0.44845
0.723;0.719;0.721;0.719;0.713;3.595;44.786;0.44786
0.723;0.719;0.721;0.719;0.713;3.595;44.762;0.44762
0.723;0.719;0.721;0.719;0.713;3.595;44.767;0.44767
0.723;0.719;0.721;0.719;0.713;3.595;44.733;0.44733
0.723;0.719;0.721;0.719;0.713;3.595;44.703;0.44703
0.723;0.719;0.721;0.719;0.713;3.595;44.738;0.44738
0.723;0.719;0.721;0.719;0.713;3.595;44.699;0.44699
0.724;0.719;0.721;0.719;0.713;3.596;44.66;0.4466
0.724;0.719;0.721;0.719;0.713;3.596;44.635;0.44635
0.724;0.719;0.721;0.719;0.713;3.596;44.645;0.44645
0.724;0.719;0.721;0.719;0.713;3.596;44.63;0.4463
0.724;0.719;0.721;0.719;0.713;3.596;44.562;0.44562
0.724;0.719;0.721;0.719;0.713;3.596;44.567;0.44567
0.724;0.719;0.721;0.719;0.713;3.596;44.557;0.44557
0.724;0.719;0.721;0.72;0.713;3.597;44.533;0.44533
0.724;0.719;0.721;0.719;0.713;3.596;44.493;0.44493
0.724;0.72;0.722;0.72;0.714;3.6;44.474;0.44474
0.724;0.719;0.722;0.719;0.714;3.598;44.469;0.44469
0.724;0.72;0.722;0.72;0.714;3.6;44.44;0.4444
0.724;0.719;0.721;0.719;0.713;3.596;44.41;0.4441
0.725;0.72;0.722;0.72;0.714;3.601;44.41;0.4441
0.724;0.719;0.721;0.719;0.713;3.596;44.381;0.44381
0.725;0.72;0.722;0.72;0.714;3.601;44.366;0.44366
0.724;0.719;0.722;0.719;0.713;3.597;44.357;0.44357
0.725;0.72;0.722;0.72;0.714;3.601;44.342;0.44342
0.724;0.719;0.722;0.719;0.713;3.597;44.337;0.44337
0.725;0.72;0.722;0.72;0.714;3.601;44.279;0.44279
0.725;0.72;0.722;0.72;0.714;3.601;44.264;0.44264
0.725;0.72;0.722;0.72;0.714;3.601;44.225;0.44225
0.725;0.72;0.722;0.72;0.714;3.601;44.205;0.44205
0.725;0.72;0.722;0.72;0.714;3.601;44.191;0.44191
0.725;0.72;0.722;0.72;0.714;3.601;44.181;0.44181
0.725;0.72;0.722;0.72;0.714;3.601;44.176;0.44176
0.725;0.72;0.723;0.72;0.714;3.602;44.166;0.44166
0.725;0.72;0.722;0.72;0.714;3.601;44.171;0.44171
0.725;0.72;0.723;0.72;0.714;3.602;44.142;0.44142
0.725;0.72;0.722;0.72;0.714;3.601;44.112;0.44112
0.726;0.72;0.723;0.721;0.715;3.605;44.093;0.44093
0.725;0.72;0.722;0.72;0.714;3.601;44.073;0.44073
0.726;0.721;0.723;0.721;0.715;3.606;44.054;0.44054
0.726;0.72;0.723;0.72;0.714;3.603;44.073;0.44073
0.726;0.72;0.723;0.721;0.714;3.604;44.01;0.4401
0.726;0.72;0.723;0.721;0.715;3.605;43.99;0.4399
0.726;0.72;0.723;0.721;0.715;3.605;43.966;0.43966
0.726;0.721;0.723;0.721;0.715;3.606;43.971;0.43971
0.726;0.72;0.723;0.721;0.715;3.605;43.956;0.43956
0.726;0.721;0.723;0.721;0.715;3.606;43.898;0.43898
0.726;0.721;0.723;0.721;0.715;3.606;43.898;0.43898
0.726;0.721;0.723;0.721;0.715;3.606;43.883;0.43883
0.726;0.721;0.723;0.721;0.715;3.606;43.883;0.43883
0.726;0.721;0.723;0.721;0.715;3.606;43.844;0.43844
0.726;0.721;0.723;0.721;0.715;3.606;43.795;0.43795
0.726;0.721;0.723;0.721;0.715;3.606;43.795;0.43795
0.726;0.721;0.723;0.721;0.715;3.606;43.78;0.4378
0.726;0.721;0.723;0.721;0.715;3.606;43.771;0.43771
0.726;0.721;0.723;0.721;0.715;3.606;43.736;0.43736
0.726;0.721;0.723;0.721;0.715;3.606;43.707;0.43707
0.726;0.721;0.723;0.721;0.715;3.606;43.692;0.43692
0.726;0.721;0.723;0.721;0.715;3.606;43.683;0.43683
0.726;0.722;0.724;0.722;0.715;3.609;43.678;0.43678
0.726;0.721;0.723;0.721;0.715;3.606;43.673;0.43673
0.726;0.721;0.724;0.721;0.715;3.607;43.649;0.43649
0.726;0.721;0.723;0.721;0.715;3.606;43.6;0.436
0.727;0.722;0.724;0.722;0.716;3.611;43.58;0.4358
0.726;0.721;0.723;0.721;0.715;3.606;43.57;0.4357
0.727;0.722;0.724;0.722;0.716;3.611;43.502;0.43502
0.726;0.722;0.724;0.722;0.715;3.609;43.497;0.43497
0.727;0.722;0.724;0.722;0.716;3.611;43.492;0.43492
0.726;0.722;0.724;0.722;0.715;3.609;43.482;0.43482
0.727;0.722;0.724;0.722;0.716;3.611;43.458;0.43458
0.727;0.721;0.724;0.722;0.716;3.61;43.419;0.43419
0.727;0.722;0.724;0.722;0.716;3.611;43.404;0.43404
0.726;0.721;0.724;0.722;0.716;3.609;43.39;0.4339
0.727;0.722;0.724;0.722;0.716;3.611;43.385;0.43385
0.727;0.722;0.724;0.722;0.716;3.611;43.355;0.43355
0.727;0.722;0.724;0.722;0.716;3.611;43.307;0.43307
0.727;0.722;0.724;0.722;0.716;3.611;43.302;0.43302
0.727;0.722;0.724;0.722;0.716;3.611;43.297;0.43297
0.727;0.722;0.725;0.722;0.716;3.612;43.277;0.43277
0.727;0.722;0.724;0.722;0.716;3.611;43.277;0.43277
0.727;0.722;0.724;0.722;0.716;3.611;43.233;0.43233
0.727;0.722;0.724;0.722;0.716;3.611;43.199;0.43199
0.727;0.722;0.725;0.722;0.716;3.612;43.194;0.43194
0.727;0.722;0.724;0.722;0.716;3.611;43.199;0.43199
0.727;0.723;0.725;0.723;0.717;3.615;43.15;0.4315
0.727;0.722;0.724;0.722;0.716;3.611;43.111;0.43111
0.727;0.723;0.725;0.723;0.717;3.615;43.102;0.43102
0.727;0.722;0.725;0.722;0.716;3.612;43.106;0.43106
0.728;0.723;0.725;0.723;0.717;3.616;43.082;0.43082
0.727;0.722;0.725;0.722;0.716;3.612;43.082;0.43082
0.728;0.723;0.725;0.723;0.717;3.616;43.004;0.43004
0.727;0.722;0.725;0.723;0.717;3.614;43.009;0.43009
0.728;0.723;0.725;0.723;0.717;3.616;43.009;0.43009
0.727;0.722;0.725;0.723;0.717;3.614;43.004;0.43004
0.728;0.722;0.725;0.723;0.717;3.615;42.97;0.4297
0.728;0.723;0.725;0.723;0.717;3.616;42.94;0.4294
0.728;0.723;0.725;0.723;0.717;3.616;42.901;0.42901
0.728;0.723;0.725;0.723;0.717;3.616;42.852;0.42852
0.728;0.723;0.725;0.723;0.717;3.616;42.867;0.42867
0.728;0.723;0.726;0.723;0.717;3.617;42.877;0.42877
0.728;0.723;0.726;0.723;0.717;3.617;42.838;0.42838
0.728;0.723;0.725;0.723;0.717;3.616;42.804;0.42804
0.728;0.723;0.725;0.723;0.717;3.616;42.76;0.4276
0.728;0.723;0.726;0.723;0.717;3.617;42.774;0.42774
0.728;0.723;0.725;0.723;0.717;3.616;42.76;0.4276
0.728;0.723;0.726;0.723;0.718;3.618;42.735;0.42735
0.728;0.723;0.725;0.723;0.717;3.616;42.711;0.42711
0.728;0.724;0.726;0.723;0.717;3.618;42.686;0.42686
0.728;0.723;0.725;0.723;0.718;3.617;42.672;0.42672
0.728;0.724;0.726;0.723;0.718;3.619;42.642;0.42642
0.728;0.723;0.726;0.723;0.717;3.617;42.642;0.42642
0.729;0.724;0.726;0.724;0.718;3.621;42.613;0.42613
0.728;0.723;0.726;0.723;0.718;3.618;42.603;0.42603
0.729;0.724;0.726;0.724;0.718;3.621;42.564;0.42564
0.728;0.723;0.726;0.723;0.718;3.618;42.555;0.42555
0.728;0.724;0.726;0.724;0.718;3.62;42.511;0.42511
0.728;0.723;0.726;0.724;0.718;3.619;42.511;0.42511
0.729;0.724;0.726;0.724;0.718;3.621;42.467;0.42467
0.728;0.723;0.726;0.724;0.718;3.619;42.447;0.42447
0.729;0.724;0.726;0.724;0.718;3.621;42.457;0.42457
0.728;0.724;0.726;0.724;0.718;3.62;42.428;0.42428
0.729;0.724;0.726;0.724;0.718;3.621;42.418;0.42418
0.729;0.724;0.726;0.724;0.718;3.621;42.393;0.42393
0.729;0.724;0.726;0.724;0.719;3.622;42.359;0.42359
0.729;0.724;0.726;0.724;0.718;3.621;42.364;0.42364
0.729;0.724;0.727;0.724;0.718;3.622;42.335;0.42335
0.729;0.724;0.726;0.724;0.718;3.621;42.32;0.4232
0.729;0.725;0.727;0.725;0.719;3.625;42.261;0.42261
0.729;0.724;0.726;0.724;0.718;3.621;42.237;0.42237
0.729;0.724;0.726;0.724;0.719;3.622;42.257;0.42257
0.729;0.724;0.726;0.724;0.719;3.622;42.222;0.42222
0.729;0.724;0.726;0.725;0.719;3.623;42.222;0.42222
0.729;0.725;0.727;0.725;0.719;3.625;42.203;0.42203
0.729;0.724;0.726;0.724;0.719;3.622;42.159;0.42159
0.729;0.725;0.727;0.725;0.719;3.625;42.144;0.42144
0.729;0.724;0.726;0.725;0.719;3.623;42.134;0.42134
0.73;0.725;0.727;0.725;0.72;3.627;42.125;0.42125
0.729;0.725;0.726;0.725;0.719;3.624;42.086;0.42086
0.73;0.725;0.727;0.725;0.72;3.627;42.056;0.42056
0.729;0.725;0.726;0.725;0.719;3.624;42.037;0.42037
0.73;0.725;0.727;0.725;0.72;3.627;42.027;0.42027
0.729;0.725;0.727;0.725;0.719;3.625;42.017;0.42017
0.73;0.725;0.727;0.726;0.72;3.628;41.983;0.41983
0.729;0.725;0.727;0.725;0.72;3.626;41.949;0.41949
0.73;0.725;0.727;0.725;0.72;3.627;41.939;0.41939
0.73;0.725;0.727;0.725;0.719;3.626;41.92;0.4192
0.73;0.725;0.728;0.726;0.72;3.629;41.929;0.41929
0.73;0.725;0.727;0.725;0.719;3.626;41.915;0.41915
0.73;0.725;0.728;0.726;0.72;3.629;41.851;0.41851
0.73;0.725;0.728;0.725;0.719;3.627;41.837;0.41837
0.73;0.725;0.728;0.726;0.72;3.629;41.827;0.41827
0.73;0.725;0.728;0.725;0.719;3.627;41.827;0.41827
0.73;0.725;0.728;0.726;0.72;3.629;41.793;0.41793
0.73;0.725;0.728;0.725;0.719;3.627;41.744;0.41744
0.73;0.726;0.728;0.726;0.72;3.63;41.739;0.41739
0.73;0.725;0.728;0.726;0.72;3.629;41.729;0.41729
0.73;0.725;0.728;0.726;0.72;3.629;41.714;0.41714
0.73;0.725;0.728;0.726;0.72;3.629;41.651;0.41651
0.73;0.726;0.728;0.726;0.72;3.63;41.646;0.41646
0.731;0.726;0.729;0.726;0.72;3.632;41.631;0.41631
0.73;0.725;0.728;0.726;0.72;3.629;41.617;0.41617
0.731;0.726;0.729;0.726;0.72;3.632;41.631;0.41631
0.731;0.726;0.729;0.726;0.72;3.632;41.573;0.41573
0.731;0.726;0.728;0.726;0.72;3.631;41.558;0.41558
0.73;0.726;0.729;0.726;0.72;3.631;41.548;0.41548
0.731;0.726;0.729;0.726;0.721;3.633;41.519;0.41519
0.731;0.726;0.729;0.726;0.72;3.632;41.509;0.41509
0.731;0.726;0.729;0.726;0.721;3.633;41.451;0.41451
0.731;0.726;0.729;0.726;0.72;3.632;41.451;0.41451
0.731;0.726;0.729;0.726;0.721;3.633;41.441;0.41441
0.731;0.726;0.729;0.726;0.721;3.633;41.441;0.41441
0.731;0.726;0.729;0.727;0.721;3.634;41.431;0.41431
0.731;0.726;0.729;0.726;0.721;3.633;41.353;0.41353
0.731;0.726;0.729;0.727;0.721;3.634;41.348;0.41348
0.731;0.726;0.729;0.727;0.721;3.634;41.343;0.41343
0.731;0.726;0.729;0.726;0.721;3.633;41.334;0.41334
0.731;0.726;0.73;0.727;0.721;3.635;41.294;0.41294
0.731;0.726;0.729;0.726;0.721;3.633;41.26;0.4126
0.731;0.727;0.73;0.727;0.721;3.636;41.246;0.41246
0.731;0.726;0.729;0.727;0.721;3.634;41.255;0.41255
0.732;0.727;0.73;0.727;0.721;3.637;41.241;0.41241
0.731;0.727;0.729;0.727;0.721;3.635;41.207;0.41207
0.731;0.726;0.729;0.727;0.721;3.634;41.153;0.41153
0.731;0.727;0.73;0.727;0.721;3.636;41.148;0.41148
0.731;0.726;0.729;0.727;0.721;3.634;41.148;0.41148
0.731;0.727;0.73;0.727;0.721;3.636;41.109;0.41109
0.731;0.727;0.73;0.727;0.721;3.636;41.06;0.4106
0.732;0.727;0.73;0.727;0.722;3.638;41.05;0.4105
0.731;0.727;0.729;0.727;0.721;3.635;41.05;0.4105
0.732;0.727;0.73;0.728;0.722;3.639;41.016;0.41016
0.731;0.727;0.73;0.727;0.721;3.636;41.031;0.41031
0.732;0.727;0.73;0.727;0.722;3.638;41.001;0.41001
0.731;0.727;0.729;0.727;0.721;3.635;40.977;0.40977
0.732;0.728;0.73;0.728;0.722;3.64;40.953;0.40953
0.732;0.727;0.73;0.727;0.721;3.637;40.948;0.40948
0.732;0.728;0.731;0.728;0.722;3.641;40.914;0.40914
0.732;0.727;0.73;0.727;0.722;3.638;40.865;0.40865
0.732;0.728;0.73;0.728;0.722;3.64;40.86;0.4086
0.731;0.727;0.73;0.727;0.722;3.637;40.85;0.4085
0.732;0.728;0.731;0.728;0.722;3.641;40.816;0.40816
0.732;0.727;0.73;0.728;0.722;3.639;40.806;0.40806
0.732;0.728;0.731;0.728;0.723;3.642;40.796;0.40796
0.732;0.728;0.73;0.728;0.722;3.64;40.757;0.40757
0.732;0.728;0.731;0.728;0.722;3.641;40.757;0.40757
0.732;0.728;0.73;0.728;0.722;3.64;40.747;0.40747
0.732;0.728;0.731;0.728;0.723;3.642;40.684;0.40684
0.732;0.728;0.731;0.728;0.722;3.641;40.655;0.40655
0.732;0.728;0.731;0.728;0.722;3.641;40.66;0.4066
0.732;0.728;0.731;0.728;0.723;3.642;40.66;0.4066
0.732;0.727;0.73;0.728;0.722;3.639;40.64;0.4064
0.732;0.728;0.731;0.728;0.723;3.642;40.596;0.40596
0.732;0.728;0.731;0.728;0.723;3.642;40.567;0.40567
0.732;0.728;0.731;0.728;0.723;3.642;40.552;0.40552
0.732;0.728;0.731;0.728;0.723;3.642;40.557;0.40557
0.732;0.728;0.731;0.728;0.723;3.642;40.508;0.40508
0.733;0.728;0.731;0.728;0.723;3.643;40.508;0.40508
0.733;0.728;0.731;0.728;0.723;3.643;40.479;0.40479
0.733;0.728;0.731;0.729;0.723;3.644;40.454;0.40454
0.732;0.728;0.731;0.728;0.723;3.642;40.464;0.40464
0.733;0.728;0.731;0.728;0.723;3.643;40.45;0.4045
0.733;0.728;0.731;0.729;0.723;3.644;40.396;0.40396
0.733;0.728;0.731;0.729;0.723;3.644;40.367;0.40367
0.733;0.728;0.731;0.729;0.723;3.644;40.367;0.40367
0.733;0.729;0.731;0.729;0.723;3.645;40.362;0.40362
0.733;0.728;0.731;0.729;0.723;3.644;40.342;0.40342
0.733;0.728;0.731;0.729;0.723;3.644;40.308;0.40308
0.733;0.728;0.731;0.729;0.724;3.645;40.259;0.40259
0.733;0.728;0.731;0.729;0.723;3.644;40.264;0.40264
0.733;0.729;0.731;0.729;0.724;3.646;40.235;0.40235
0.733;0.729;0.731;0.729;0.724;3.646;40.22;0.4022
0.733;0.729;0.731;0.729;0.724;3.646;40.191;0.40191
0.733;0.729;0.732;0.729;0.724;3.647;40.176;0.40176
0.733;0.729;0.731;0.729;0.724;3.646;40.171;0.40171
0.733;0.729;0.731;0.729;0.724;3.646;40.176;0.40176
0.733;0.729;0.732;0.729;0.724;3.647;40.152;0.40152
0.733;0.729;0.731;0.729;0.724;3.646;40.098;0.40098
0.734;0.729;0.732;0.729;0.724;3.648;40.069;0.40069
0.733;0.729;0.731;0.729;0.724;3.646;40.073;0.40073
0.733;0.729;0.732;0.729;0.724;3.647;40.069;0.40069
0.733;0.729;0.732;0.729;0.724;3.647;40.039;0.40039
0.733;0.729;0.732;0.729;0.724;3.647;39.986;0.39986
0.733;0.729;0.732;0.729;0.724;3.647;39.971;0.39971
0.734;0.729;0.732;0.73;0.725;3.65;39.966;0.39966
0.733;0.729;0.732;0.729;0.724;3.647;39.966;0.39966
0.734;0.729;0.732;0.729;0.725;3.649;39.966;0.39966
0.733;0.729;0.732;0.729;0.724;3.647;39.907;0.39907
0.734;0.729;0.732;0.73;0.725;3.65;39.893;0.39893
0.733;0.729;0.732;0.729;0.724;3.647;39.873;0.39873
0.734;0.73;0.732;0.73;0.725;3.651;39.878;0.39878
0.734;0.729;0.732;0.73;0.724;3.649;39.805;0.39805
0.734;0.73;0.733;0.73;0.725;3.652;39.795;0.39795
0.734;0.729;0.732;0.73;0.725;3.65;39.78;0.3978
0.734;0.73;0.733;0.73;0.725;3.652;39.756;0.39756
0.734;0.729;0.732;0.73;0.725;3.65;39.766;0.39766
0.734;0.73;0.733;0.73;0.725;3.652;39.741;0.39741
0.734;0.73;0.732;0.73;0.725;3.651;39.693;0.39693
0.734;0.73;0.733;0.73;0.725;3.652;39.668;0.39668
0.734;0.73;0.733;0.73;0.725;3.652;39.653;0.39653
0.734;0.73;0.733;0.73;0.725;3.652;39.644;0.39644
0.734;0.73;0.733;0.73;0.725;3.652;39.605;0.39605
0.734;0.73;0.733;0.73;0.725;3.652;39.59;0.3959
0.734;0.73;0.733;0.731;0.726;3.654;39.58;0.3958
0.734;0.73;0.733;0.73;0.725;3.652;39.585;0.39585
0.735;0.73;0.733;0.731;0.726;3.655;39.536;0.39536
0.734;0.73;0.733;0.73;0.725;3.652;39.487;0.39487
0.735;0.73;0.733;0.731;0.726;3.655;39.492;0.39492
0.735;0.731;0.733;0.731;0.726;3.656;39.483;0.39483
0.735;0.73;0.733;0.731;0.726;3.655;39.468;0.39468
0.735;0.73;0.733;0.73;0.726;3.654;39.429;0.39429
0.735;0.73;0.733;0.731;0.726;3.655;39.39;0.3939
0.735;0.73;0.733;0.731;0.726;3.655;39.385;0.39385
0.735;0.731;0.733;0.731;0.726;3.656;39.375;0.39375
0.735;0.731;0.733;0.731;0.726;3.656;39.37;0.3937
0.735;0.731;0.733;0.731;0.725;3.655;39.36;0.3936
0.735;0.731;0.733;0.731;0.726;3.656;39.336;0.39336
0.735;0.731;0.733;0.731;0.726;3.656;39.287;0.39287
0.735;0.731;0.734;0.731;0.726;3.657;39.272;0.39272
0.735;0.731;0.733;0.731;0.726;3.656;39.258;0.39258
0.735;0.731;0.734;0.731;0.726;3.657;39.253;0.39253
0.735;0.731;0.734;0.731;0.726;3.657;39.243;0.39243
0.735;0.731;0.734;0.731;0.726;3.657;39.194;0.39194
0.735;0.731;0.734;0.731;0.726;3.657;39.185;0.39185
0.735;0.731;0.734;0.731;0.727;3.658;39.165;0.39165
0.735;0.731;0.734;0.732;0.726;3.658;39.175;0.39175
0.735;0.731;0.734;0.731;0.727;3.658;39.126;0.39126
0.735;0.731;0.734;0.732;0.727;3.659;39.092;0.39092
0.735;0.731;0.734;0.732;0.727;3.659;39.097;0.39097
0.735;0.731;0.734;0.732;0.727;3.659;39.053;0.39053
0.735;0.731;0.734;0.732;0.727;3.659;39.038;0.39038
0.735;0.731;0.734;0.731;0.726;3.657;38.999;0.38999
0.736;0.732;0.735;0.732;0.727;3.662;38.999;0.38999
0.735;0.732;0.734;0.732;0.727;3.66;38.97;0.3897
0.736;0.732;0.735;0.732;0.727;3.662;38.96;0.3896
0.735;0.732;0.734;0.732;0.727;3.66;38.95;0.3895
0.736;0.732;0.735;0.732;0.727;3.662;38.936;0.38936
0.736;0.732;0.734;0.732;0.727;3.661;38.896;0.38896
0.736;0.732;0.735;0.733;0.727;3.663;38.862;0.38862
0.736;0.732;0.734;0.732;0.727;3.661;38.857;0.38857
0.736;0.732;0.735;0.733;0.727;3.663;38.804;0.38804
0.736;0.732;0.734;0.732;0.727;3.661;38.804;0.38804
0.736;0.732;0.735;0.733;0.727;3.663;38.804;0.38804
0.736;0.732;0.735;0.732;0.727;3.662;38.74;0.3874
0.736;0.732;0.735;0.733;0.727;3.663;38.76;0.3876
0.736;0.732;0.734;0.732;0.727;3.661;38.711;0.38711
0.737;0.733;0.735;0.733;0.728;3.666;38.706;0.38706
0.736;0.732;0.735;0.732;0.727;3.662;38.686;0.38686
0.737;0.733;0.735;0.733;0.728;3.666;38.667;0.38667
0.736;0.732;0.735;0.732;0.727;3.662;38.652;0.38652
0.737;0.733;0.735;0.733;0.728;3.666;38.633;0.38633
0.736;0.733;0.735;0.733;0.728;3.665;38.608;0.38608
0.737;0.733;0.735;0.733;0.728;3.666;38.589;0.38589
0.737;0.733;0.736;0.733;0.728;3.667;38.589;0.38589
0.736;0.732;0.735;0.733;0.727;3.663;38.559;0.38559
0.737;0.733;0.736;0.733;0.728;3.667;38.515;0.38515
0.736;0.733;0.735;0.733;0.728;3.665;38.511;0.38511
0.737;0.733;0.736;0.733;0.728;3.667;38.467;0.38467
0.737;0.733;0.736;0.733;0.728;3.667;38.452;0.38452
0.737;0.733;0.736;0.733;0.728;3.667;38.462;0.38462
0.737;0.733;0.736;0.733;0.728;3.667;38.413;0.38413
0.737;0.733;0.736;0.734;0.728;3.668;38.413;0.38413
0.736;0.733;0.736;0.733;0.728;3.666;38.408;0.38408
0.737;0.733;0.736;0.734;0.729;3.669;38.374;0.38374
0.736;0.733;0.735;0.733;0.728;3.665;38.349;0.38349
0.737;0.734;0.736;0.734;0.729;3.67;38.315;0.38315
0.737;0.733;0.736;0.734;0.728;3.668;38.32;0.3832
0.737;0.733;0.736;0.734;0.728;3.668;38.315;0.38315
0.737;0.733;0.736;0.734;0.728;3.668;38.296;0.38296
0.737;0.733;0.736;0.734;0.729;3.669;38.266;0.38266
0.737;0.733;0.736;0.734;0.729;3.669;38.247;0.38247
0.737;0.733;0.736;0.734;0.729;3.669;38.218;0.38218
0.737;0.734;0.736;0.734;0.729;3.67;38.149;0.38149
0.737;0.733;0.736;0.734;0.729;3.669;38.139;0.38139
0.738;0.734;0.736;0.734;0.729;3.671;38.144;0.38144
0.737;0.733;0.736;0.734;0.729;3.669;38.115;0.38115
0.738;0.734;0.736;0.734;0.729;3.671;38.115;0.38115
0.737;0.733;0.736;0.734;0.729;3.669;38.115;0.38115
0.738;0.734;0.736;0.734;0.729;3.671;38.086;0.38086
0.737;0.734;0.736;0.734;0.729;3.67;38.056;0.38056
0.738;0.734;0.737;0.734;0.729;3.672;38.022;0.38022
0.738;0.734;0.736;0.734;0.729;3.671;38.012;0.38012
0.738;0.734;0.737;0.734;0.729;3.672;37.993;0.37993
0.738;0.734;0.737;0.734;0.729;3.672;37.949;0.37949
0.738;0.734;0.737;0.735;0.729;3.673;37.949;0.37949
0.738;0.734;0.737;0.734;0.729;3.672;37.925;0.37925
0.738;0.734;0.737;0.735;0.729;3.673;37.92;0.3792
0.738;0.734;0.737;0.735;0.729;3.673;37.92;0.3792
0.738;0.734;0.737;0.734;0.729;3.672;37.905;0.37905
0.738;0.734;0.737;0.735;0.73;3.674;37.846;0.37846
0.738;0.734;0.737;0.735;0.729;3.673;37.822;0.37822
0.738;0.735;0.737;0.735;0.729;3.674;37.822;0.37822
0.738;0.734;0.737;0.735;0.73;3.674;37.807;0.37807
0.738;0.735;0.737;0.735;0.73;3.675;37.749;0.37749
0.738;0.734;0.737;0.735;0.73;3.674;37.754;0.37754
0.739;0.735;0.737;0.735;0.73;3.676;37.729;0.37729
0.738;0.734;0.737;0.735;0.73;3.674;37.729;0.37729
0.739;0.735;0.738;0.735;0.73;3.677;37.71;0.3771
0.738;0.734;0.737;0.735;0.73;3.674;37.656;0.37656
0.739;0.735;0.738;0.735;0.73;3.677;37.656;0.37656
0.738;0.735;0.737;0.735;0.73;3.675;37.651;0.37651
0.739;0.735;0.737;0.735;0.73;3.676;37.627;0.37627
0.738;0.735;0.737;0.735;0.73;3.675;37.588;0.37588
0.739;0.735;0.738;0.735;0.73;3.677;37.544;0.37544
0.739;0.735;0.738;0.735;0.73;3.677;37.529;0.37529
0.739;0.735;0.738;0.736;0.731;3.679;37.519;0.37519
0.738;0.735;0.737;0.735;0.73;3.675;37.529;0.37529
0.739;0.735;0.738;0.736;0.731;3.679;37.5;0.375
0.739;0.735;0.738;0.736;0.73;3.678;37.451;0.37451
0.739;0.735;0.738;0.736;0.731;3.679;37.421;0.37421
0.739;0.735;0.738;0.735;0.731;3.678;37.421;0.37421
0.739;0.735;0.738;0.736;0.731;3.679;37.402;0.37402
0.739;0.735;0.738;0.736;0.731;3.679;37.358;0.37358
0.739;0.735;0.738;0.736;0.731;3.679;37.358;0.37358
0.739;0.735;0.738;0.736;0.731;3.679;37.353;0.37353
0.739;0.735;0.738;0.736;0.731;3.679;37.334;0.37334
0.739;0.735;0.738;0.736;0.731;3.679;37.304;0.37304
0.739;0.735;0.738;0.736;0.731;3.679;37.255;0.37255
0.739;0.735;0.738;0.736;0.731;3.679;37.246;0.37246
0.739;0.735;0.738;0.736;0.731;3.679;37.26;0.3726
0.739;0.736;0.738;0.736;0.731;3.68;37.241;0.37241
0.739;0.736;0.738;0.736;0.731;3.68;37.197;0.37197
0.739;0.736;0.738;0.737;0.731;3.681;37.163;0.37163
0.739;0.736;0.738;0.736;0.731;3.68;37.158;0.37158
0.74;0.736;0.738;0.737;0.731;3.682;37.158;0.37158
0.739;0.736;0.738;0.736;0.731;3.68;37.148;0.37148
0.74;0.736;0.738;0.736;0.732;3.682;37.114;0.37114
0.739;0.736;0.738;0.736;0.731;3.68;37.06;0.3706
0.74;0.736;0.739;0.737;0.731;3.683;37.05;0.3705
0.74;0.736;0.739;0.737;0.732;3.684;37.045;0.37045
0.74;0.736;0.739;0.737;0.732;3.684;37.031;0.37031
0.74;0.736;0.739;0.737;0.732;3.684;37.026;0.37026
0.74;0.736;0.739;0.737;0.732;3.684;36.992;0.36992
0.74;0.736;0.739;0.737;0.732;3.684;36.958;0.36958
0.74;0.736;0.739;0.737;0.732;3.684;36.923;0.36923
0.74;0.736;0.739;0.737;0.732;3.684;36.938;0.36938
0.74;0.736;0.739;0.737;0.732;3.684;36.914;0.36914
0.74;0.736;0.739;0.737;0.732;3.684;36.909;0.36909
0.74;0.736;0.739;0.737;0.732;3.684;36.85;0.3685
0.74;0.737;0.739;0.737;0.732;3.685;36.85;0.3685
0.74;0.736;0.739;0.737;0.732;3.684;36.806;0.36806
0.74;0.736;0.739;0.738;0.732;3.685;36.831;0.36831
0.74;0.736;0.739;0.737;0.732;3.684;36.801;0.36801
0.74;0.737;0.739;0.738;0.732;3.686;36.747;0.36747
0.74;0.737;0.739;0.737;0.732;3.685;36.728;0.36728
0.74;0.737;0.74;0.738;0.733;3.688;36.733;0.36733
0.74;0.737;0.739;0.738;0.732;3.686;36.708;0.36708
0.74;0.737;0.739;0.738;0.733;3.687;36.655;0.36655
0.74;0.737;0.739;0.738;0.732;3.686;36.674;0.36674
0.74;0.737;0.739;0.738;0.733;3.687;36.66;0.3666
0.741;0.737;0.739;0.738;0.733;3.688;36.63;0.3663
0.741;0.737;0.739;0.738;0.732;3.687;36.625;0.36625
0.741;0.737;0.739;0.738;0.733;3.688;36.567;0.36567
0.741;0.737;0.739;0.738;0.733;3.688;36.552;0.36552
